책 이름,작가,장르,ISBN,책 소개,추천단어
농담,밀란 쿤데라,"국내도서
 > 
소설
 > 
그외유럽소설
 > 
그외유럽소설",9790000000000.0,"참을 수 없는 존재의 가벼움'의 저자 밀란 쿤데라의 데뷔작!
'참을 수 없는 존재의 가벼움'을 펴냈던 체코 작가 밀란 쿤데라의 데뷔작 『농담』. 밀란 쿤데라가 유일하게 정본으로 인정하고 있는 프랑스의 갈리마르 판을 원본으로 삼아 가톨릭대 방미경 교수가 새로 번역한 것으로,  소설 속 화자들의 어조에까지도 세심한 배려를 하면서, 쿤데라 특유의 어조와 문체를 살려내었다. 이 책은 역사의 실수에 관한 비극적 농담을 토해낸 소설이다. 제 1부 루드빅부터 7부까지 한 인간영혼의 선과 악을 열정과 유머,애정을 지니고 이야기하고 있는 책.주인공 루드빅은 대학 시절에 여자 친구의 주의를 끌려고, 엽서에 악의 없는 농담 한마디를 적어 보낸다. 하지만 낙관주의적인 사회주의 사회 건설에 경도돼 있던 당시 대학과 사회는 루드빅을 트로츠키주의자로 규정하고, 루드빅은 자신이 속해 있던 사회에서 축출되는데…….","주의자,화자,쿤데라,소설,가톨릭대,지니,방미경,트로츠키,밀란,사회주의,애정,축출,체코,프랑스,번역,비극,낙관,엽서,경도,영혼,열정,배려,원본,당시,작가,인정,규정,데뷔,루드빅,주인공,유머,세심,존재,악의,정본,주의,이야기,친구,실수,갈리,교수,대학,어조,시절,문체,농담,여자,사회,마르"
눈먼 자들의 도시(탄생 100주년 기념 스페셜 에디션),주제 사라마구,"국내도서
 > 
소설
 > 
그외유럽소설
 > 
그외유럽소설",9790000000000.0,"노벨문학상 수상 작가 주제 사라마구의 대표작환상적 리얼리즘을 대표하는노벨문학상 수상 작가 주제 사라마구의 걸작!주제 사라마구 탄생 100주년 기념 스페셜 에디션!“가장 두려운 것은 오직 나만이 볼 수 있다는 사실이다”
노벨문학상을 수상한 세계적인 거장 주제 사라마구의 탄생 100주년을 기념하기 위해 그의 대표작 『눈먼 자들의 도시』가 스페셜 에디션으로 출간되었다. 2008년에 개봉하여 선풍적인 인기를 끌었던 동명 영화의 원작으로도 유명한 이 작품은 국내에서 1998년에 첫 출간되어 2022년 지금에 이르기까지 24년이 흐르는 동안 쇄를 거듭하며 100쇄 이상을 찍기도 했다. 주제 사라마구 탄생 100주년 기념 스페셜 에디션은 많은 독자들이 요청해왔던 초판 버전의 표지로 리뉴얼하여 새롭게 단장했다.『눈먼 자들의 도시』는 주제 사라마구의 이름을 널리 알려준 대표적인 작품으로, 한 도시 전체에 ‘실명’이라는 전염병이 퍼지며 이야기가 시작된다. 이 소설은 시간적 공간적 배경이 확실하지 않으며, 등장하는 인물들의 이름 또한 따로 없는 것이 특징이다. 여기서 중요한 것은 이름이 아니라 ‘눈이 멀었다’는 사실 그 자체다. 작품 속의 인간들은 물질적 소유에 눈이 멀었을 뿐만 아니라 그 소유를 위해 자신의 인간성조차 잃어버린 장님들인 것이다. 수용소에 강제 격리되어 각자의 이익을 챙기는 눈먼 사람들, 이들에게 무차별하게 총격을 가하는 군인들의 폭력, 전염을 막기 위해 수용 조치를 내린 냉소적인 정치인, 범죄 집단을 방불케 하는 폭도들이 등장한다. 이 소설은 우리가 가지고 있는 것을 잃었을 때에야 가지고 있는 것이 무엇인지를 깨닫게 된다는 사실을 날카롭게 풍자한다. 그러나 이 소설에 현대 사회의 어두운 면만 있지는 않다. 처음으로 눈이 멀어 수용소에 갇히는 인물들은 함께 서로의 고통을 나누고, 의지하며 도와가는 진정한 인간의 모습을 보여주는데, 사라마구는 이들의 모습에서 인간이 살아가는 본질적인 이유를 제시하고 있다. 한 도시에 갑자기 눈앞이 뿌옇게 안 보이는 `실명’ 전염병이 퍼진다. 첫번째 희생자는 신호가 바뀌기를 기다리며 차를 운전하던 사람. 그는 안과 의사에게 가봤지만, 의사 역시 원인을 파악하지 못하고, 그 자신도 그만 눈이 멀어버린다. 이 전염병은 사회 전체로 퍼져나간다. 정부 당국은 눈먼 자들을 모아 이전에 정신병원으로 쓰이던 건물에 강제로 수용해 놓고 무장한 군인들에게 감시할 것을 명령하며, 탈출하려는 자는 사살해도 좋다고 말하는데…….","갑자기,소설,전체,국내,신호,가지,눈앞,소유,냉소,고통,배경,등장,개봉,당국,스페셜,전염,감시,무장,걸작,영화,풍자,인물,제시,동명,의사,에디,작품,실명,방불,격리,조치,명령,주제,인간성,시작,정부,폭력,두운,이야기,버전,폭도,장님,이전,인기,파악,대표,군인,찍기,사회,특징"
신곡(La Divina Commedia)(귀스타브 도레 삽화 수록본),단테 알리기에리,"국내도서
 > 
소설
 > 
그외유럽소설
 > 
이탈리아소설",9790000000000.0,"귀스타브 도레의 아름다운 삽화를 수록한 단테 알리기에리의 『신곡』 개정판. 이번 개정판은 대구가톨릭대학교 프란치스코칼리지의 김운찬 교수가 번역하여 2007년 출간한 이탈리아어 완역본 『신곡』을 번역과 편집, 디자인을 모두 새롭게 손보아 제작한 것으로, 특별히 귀스타브 도레의 『신곡』 삽화를 함께 수록하여 시각적인 풍요로움을 더하고자 했다. 지옥 75점, 연옥 42점, 천국 18점으로 이루어진 135점의 삽화를 모두 실었으며, 도레가 그린 단테의 초상화 1점까지 총 136점을 수록했다. 김운찬 교수의 전반적인 개역 작업으로 번역과 주석에 더욱 완성도를 높였으며, 견고한 장정에 고급스러운 은박, 삽화를 활용한 클래식한 표지로 〈고전 중의 고전〉의 가치에 걸맞은 책을 독자들에게 선보이고자 했다.『신곡』은 셰익스피어, 괴테와 함께 유럽 문학의 거장으로 꼽히는 단테의 대표작으로, 단테의 저승 여행 이야기를 담고 있는 장편서사시다. 작가이자 주인공인 단테가 살아 있는 몸으로 일주일 동안 지옥과 연옥, 천국을 여행하며 보고 들은 것을 이야기하는 형식으로 되어 있다. 총 1만 4,233행에 달하는 방대한 분량으로 놀라울 만큼 체계적이고 기하학적으로 저승 세계를 구축하였으며, 그곳에서 만난 수많은 영혼들의 고유한 삶의 애환을 생생하고 실감 나게 파노라마처럼 그려 보인다. 중세 유럽의 사상과 관념, 의식 세계가 총체적으로 집약되어 있는 고전 중의 고전으로, 중세를 마무리 짓는 르네상스와 함께 근대의 도래를 예고한 작품이기도 하다.","기하학,독자,도래,체적,개정판,파노라마,보고,은박,관념,일주일,문학,대구가톨릭대학교,거장,번역,괴테,클래식,서사시,알리,신곡,영혼,형식,만큼,단테,르네상스,완역,셰익스피어,체계,구축,작품,의식,완성,유럽,작업,주인공,중세,초상화,수록,프란치스코,애환,이야기,사상,삽화,귀스타브,집약,교수,여행,개역,고유,대표,풍요"
내 이름은 빨강 2,오르한 파묵,"국내도서
 > 
소설
 > 
그외유럽소설
 > 
그외유럽소설",9790000000000.0,"20세기적 글쓰기로 16세기를 마술처럼 생생하게 복원해 내는 비범한 능력,오르한 파묵에게 ‘진정한 이야기의 대가’라는 칭호를 붙여 준 작품
『내 이름은 빨강』은 등장인물들이 번갈아 가며 화자로 등장해 자신의 이야기를 하면서 사건이 전개되어 가는 구성으로, 역사소설에서는 보기 드문 현대적 서사기법을 취하고 있다. 살해당한 시체, 여자 주인공 셰큐레, 남자 주인공 카라, 술탄의 밀서 제작을 지휘하며 서양의 화풍을 적극적으로 받아들이려 했던 두 번째 희생자 에니시테, ‘나비’, ‘올리브’, ‘황새’라는 예명을 가진 세 명의 세밀화가는 물론, 금화, 나무, 죽음, 빨강(색), 악마, 그림 속 개까지 말을 한다. 이러한 서사기법은 독자들로 하여금 이들 중 과연 누가 살인범인지 궁금해지게 만들뿐더러, 각각의 인물들이 처한 정황과 생각들을 다양한 각도에서 이해하면서 작중 인물들에 대해 친밀감을 느끼게 한다. 다양한 색깔을 가진 목소리들이 차곡차곡 겹쳐지면서 하나의 커다란 이야기를 완성하는 이러한 서사기법은 마치 블록을 쌓아 나가는 듯한 인상을 주며, 이 작품이 대단히 치밀한 건축학적 구성을 갖고 있음을 발견하게 된다. 동시에 각각의 이야기들은 넓은 화폭 위에 대단히 섬세하고 정교하게 그려진 오브제들을 연상시키는데, 이것은 작품 속에서 세밀화를 그리는 화가들의 이미지와 겹쳐지면서 이슬람 문화의 꽃인 세밀화를 이야기의 형태로 구현해 내고 있다. 이처럼 파묵은 역사 소설에 대한 고정관념을 깨는 대단히 모던한 서사 방식에 추리 소설의 기법을 가미하고, 거기에 이슬람의 역사와 문화, 문명의 흥망성쇄를 애정 어린 시선으로 감싸 안는 심오한 통찰력을 발휘함으로써, 독자들에게 대단히 지적이고도 문학적으로 높은 완성도를 획득한 흥미진진한 소설을 읽는 즐거움이 무엇인지를 새삼 실감하게 한다.","소설,범인,건축학,마술,예명,거기,문명,나무,황새,화풍,실감,애정,역사,문학,모던,구현,이름,시체,고도,이미지,밀서,대해,대한,인물,발휘,카라,동시,살해,흥미진진,완성,희생,칭호,친밀,새삼,가미,세밀화,이슬람,빨강,이처럼,그림,기적,지적,기법,남자,인상,여자,추리,글쓰기,화가,대가"
연금술사,파울로 코엘료,"국내도서
 > 
소설
 > 
기타나라소설
 > 
중남미소설",9790000000000.0,"삶에 대한 깊은 통찰을 담은 현대의 고전!
1987년 출간이후 전세계 120여 개국에서 변역되어 2,000만 부가 넘는 판매량을 기록한 파울로 코엘료의 『연금술사』. 청년 산티아고가 만물에 깃들인 영혼의 언어들을 하나하나 배워가는 과정을 그리고 있다. 마음의 목소리에 귀를 기울이는 것이 얼마나 중요한지를 증언하고, 진정 자기 자신의 꿈과 대면하고자 하는 모든 이들을 축복하는 희망과 환희의 메시지를 담은 작품이다. 신부가 되기 위해 라틴어, 스페인어, 신학을 공부한 산티아고는 어느 날 부모님의 기대를 저버리고 떠돌아다니기 위해 양치기가 되어 길을 떠난다. 그의 인생을 살맛나게 해주는 건 ‘꿈이 실현되리라고 믿는 것’. 언제나 자신이 원하는 게 무엇인지 알고 있어야 한다는 늙은 왕의 말과 그가 건네준 두 개의 보석을 표지로 삼아 기약없는 여정에 뛰어든 그는 집시여인, 늙은 왕, 도둑, 화학자, 낙타몰이꾼, 아름다운 연인 파티마, 절대적인 사막의 침묵과 죽음의 위협 그리고 마침내 연금술사를 만나 자신의 보물을 찾게 되는데…….","고전,절대,양치기,연금술사,실현,개국,통찰,간이,코엘료,리라,환희,목소리,진정,부모님,영혼,과정,침묵,대한,신부,마음,기록,전세계,언어,화학자,부가,만물,산티아고,스페인어,메시지,집시,판매량,인생,증언,몰이,죽음,여인,보석,살맛,파티마,대면,공부,기대,여정,축복,마침내,위협,청년,연인,현대,보물"
디 에센셜: 프란츠 카프카(교보문고 특별판),프란츠 카프카,"국내도서
 > 
소설
 > 
기타나라소설
 > 
기타나라소설",9790000000000.0,"오클라호마 극장행 열차를 탄 우리 시대 이방인 사랑과 구원으로 나아가는 카프카의 문학 여정서거 100주기 기념, 프란츠 카프카의 ‘모든 것’을 담다!
“친애하는 막스, 마지막 부탁이네. 내 유품에서 일기,원고, 편지, 다른 사람이 가진 것, 내가 가진 것, 스케치 등 발견되는 것은 읽지 말고 남김없이 불태워 줘.”-프란츠 카프카당신이 지금 만나야 할 프란츠 카프카,   미완성 유작×단편 소설×편지를 한 권으로 읽는다!  민음사와 교보문고가 함께 기획한 ‘디 에센셜’ 시리즈는 세계적인 작가의 대표 소설과 에세이를 한 권에 담아, 이 책을 읽은 독자 누구든 단 한 문장으로 작가의 특징을 정의할 수 있도록 큐레이션 한 시리즈다. 조지 오웰, 버지니아 울프, 다자이 오사무, 어니스트 헤밍웨이, 헤르만 헤세, 김수영, 알베르 카뮈, F. 스콧 피츠제럴드에 이어 소개하는 아홉 번째 작가는 올해로 서거 100주년을 맞이하는 우리 시대 불멸의 작가 프란츠 카프카다. 『디 에센셜 프란츠 카프카』에서는 ‘아메리카’로도 알려진 카프카의 미완성 유작 장편 『실종자』와 실종자의 결말을 예견케 하는 미완성 단편 세 편, 지난해 출간해 돌풍을 일으킨 카프카 단편선 『돌연한 출발』에 수록되지 않은 스물세 편의 단편들, ‘또 다른 카프카 문학’이라 여겨지는, 카프카가 연인, 친구 가족 등에게 보낸 편지들이 담겼다. 특히 이번에 수록한 미완성 유작 장편 『실종자』는 카프카의 ‘모험관’을 엿볼 수 있다는 점에서 귀한 작품이며, 세 편의 미완성 단편들은 『실종자』의 결말을 유추하는 데 중요한 역할을 한다는 점에서 의의가 크다. 아울러 카프카의 ‘또 다른 작품’으로 인정받고 있는 편지들을 수록하여 ‘카프카에스크’*의 유일무이한 세계와 문학에 대한 작가의 열망을 체감할 수 있도록 구성하였다.  * 독일의 문예 용어 사전에도 등재된 ‘카프카에스크(kafkaesque)’라는 형용사는 거처할 곳 없음, 실존적 상실, 관료주의와 고문, 비인간화, 부조리성이 징후로 보이는 세계를 나타내는 공식 같은 어휘가 되었다.   프란츠 카프카(Franz Kafka, 1883~1924)는 체코 프라하에서, 자수성가한 강건한 체질의 아버지와 경건한 율법학자, 의사, 섬약한 독신자들이 많은 유복한 가정 출신인 어머니 사이에서 태어나 거의 평생을 프라하에서 살았다. 법학을 공부하고 관립 보험 회사의 관리로 근무한 카프카는 생활인으로 일하면서 나머지 모든 시간에 글을 썼으며, 여러모로 삶의 국외자적 상황에 처한 이방인이었다. 체코에서 태어났으나, 프라하 시민 10분의 1 정도밖에 쓰지 않는, 체코어 한가운데 섬처럼 고립된 독일어가 모국어였고, 독일어가 모국어였으나 유대인이었고, 유대인이었으나 유대교 신앙이 없었다. 이런 환경은 인종적, 언어적, 종교적으로 정체성 확립의 어려움을 조성하는 여건이었다. 카프카의 소설은 초기작부터 사물들의 낯섦, 낯선 사물들에 대한 작가의 서늘한 시선, 체념과 공동체에 대한 동경이 배어 있다. 가족, 법질서, 낯섦의 체험, 그리고 폭력이 카프카에게서는 하나로 얽히는 모티프다.   카프카의 첫 책은 1912년 친구 막스 브로트가 소개한 출판인 에른스트 로볼트가 발행한 『관찰』이란 단편 소설집이다.(1910년 프란츠 블라이가 편집한 잡지에 ‘관찰’이라는 제목의 짧은 산문을 발표했고, 그 산문들도 단편집에 엮였다.) 총 800부를 찍었으며, 카프카는 이 책을 브로트의 집에서 만난 여성 펠리체 바우어에게 헌정한다. 이번 에디션에서는 이 책의 수록작 중 열한 편의 단편들과 엄선한 단편들을 함께 실어 카프카의 빛나는 문학성을 감상할 수 있도록 했다. 『성』, 『소송』과 함께 프란츠 카프카의 미완성 장편 소설 중 하나인 『실종자』는 1911년부터 1914년 사이에 집필되어, 1927년 카프카의 친구이자 편집자인 막스 브로트에 의해 사후 출간된 장편 소설이다. 이 소설의 초판본은 막스 브로트에 의해 ‘아메리카’라는 제목으로 출간되었으며, 카프카 생전인 1913년에 『실종자』의 1장인 「화부」가 출간된다. 카프카는 열다섯 살 때 이미 소설을 쓴 적 있는데, 그중 일부는 미국을 배경으로 하고 있기 때문에 『실종자』의 착상은 김나지움에 다닐 때인 1898년 무렵이 된다. 1911년 말에 카프카는 『실종자』의 주제를 다시 다루어 1912년 하반기에 7장까지 완성한다.","제목,고가,독신자,잡지,유일,엄선,배경,사무,체념,초판,어머니,스콧,집필,장편,스케치,출신,체감,가정,모티프,관리,어니스트,지난해,작가,언어,프라하,여건,스물,예견,편의,정의,구성,율법,고문,버지니아,조지,주제,아버지,발표,모로,에른스트,주의,유품,민음사,유대교,펠리체,원고,가족,막스,김수영,특징"
나의 라임 오렌지나무,J. M. 바스콘셀로스,"국내도서
 > 
소설
 > 
기타나라소설
 > 
중남미소설",9790000000000.0,"전 세계인을 울리고 웃긴 다섯 살 소년 제제의 이야기!
사랑스런 꼬마 악동 제제의 슬프고 아름다운 동화 『나의 라임오렌지나무』. 너무나 일찍 삶에 숨겨진 슬픔을 발견한 5살 꼬마 제제의 이야기를 그린 전 세계의 베스트셀러다. 한국에서 처음으로 《나의 라임오렌지나무》를 출간했던 '동녁'에서 작가와 정식으로 계약하고 기존의 오역된 부분을 바로잡아 새롭게 출간했다. 제제의 아름답고도 가슴 저미는 성장 이야기와 함께 제제에게 진실된 사랑과 우정을 가르쳐준 뽀르뚜가와의 장난스런 만남과 고통스런 이별까지 따라간다. 감성적인 삽화가 책의 감동을 더해주고 있다.이 책이 오랜 시간 사랑받을 수 있었던 이유는 고단한 우리의 삶과 닮아 있어 함께 슬퍼 할 수 있었고, 어린 주인공이 자아를 발견해 나가는 동안 독자들도 함께 성장할 수 있었기 때문이다. 또한 가난과 무관심 속에서도 순수한 영혼을 간직한 제제가 눈물과 웃음을 선사하기에 오래 전에 잃어버렸던 동심 세계의 찬란함과 순수함을 감동적으로 되살려 볼 수 있다.","한국,가슴,독자,소년,눈물,기존,때문,동녁,감동,성장,라임오렌지나무,무관심,이유,제제,처음,웃음,부분,계약,간직,고단,동화,영혼,베스트셀러,사랑,만남,자아,뽀르뚜가,정식,작가,감성,우정,악동,이별,동심,그린,주인공,가난,꼬마,이야기,일찍,세계,오역,선사,슬픔,발견,삽화가"
픽션들,호르헤 루이스 보르헤스,"국내도서
 > 
소설
 > 
기타나라소설
 > 
중남미소설",9790000000000.0,"현대 소설의 패러다임을 창조한 보르헤스의 미학 세계!
아르헨티나 문학을 대표하는 작가 호르헤 루이스 보르헤스의 소설집 『픽션들』. 1941년에 발표한 '두 갈래로 갈라지는 오솔길들의 정원'과 1944년에 발표한 '기교들'에 수록된 17편의 단편을 모은 책이다. 미셸 푸코, 자크 데리다, 움베르트 에코 등 현대 지성사의 핵심적인 인물들에게 큰 영향을 끼친 보르헤스의 세계관과 미학을 드러낸 대표작이다. 또한 일생 동안 장편소설을 한 편도 남기지 않은 것으로 유명한 단편 전문 작가 보르헤스의 문학적 정수를 엿볼 수 있다. 허구를 주제로 한 단편들은 가상과 실재, 기억과 환상의 경계를 넘나들며 생경하고 낯선 풍경을 보여준다.","자크,단편,가상,미셸,장편소설,실재,루이스,소설,사의,지성,기교,푸코,데리다,갈래,기억,문학,오솔길,정원,일생,편도,창조,인물,환상,미학,작가,편의,세계관,움베르트,낯선,주제,보르헤스,풍경,발표,영향,경하,경계,수록,패러다임,핵심,허구,정수,아르헨티나,세계,대표,픽션,에코,현대,호르헤"
아우라,카를로스 푸엔테스,"국내도서
 > 
소설
 > 
기타나라소설
 > 
중남미소설",9790000000000.0,"욕망에 휩쓸려 스스로 광기를 선택한 사람들!
현대 멕시코를 대표하는 작가 카를로스 푸엔테스의 고딕소설 『아우라』. 옥타비오 파스, 가브리엘 가르시아 마르케스와 함께 중남미 문학의 3대 작가로 알려진 푸엔테스는 매년 노벨상 후보로 거명되기도 하며, 정치적 문제들에 대해서도 소신 있게 발언하는 지성인이다. 그가 쓴 환상소설 중에서도 가장 아름다운 작품으로 꼽히는 이 소설은 인생의 가장 찬란했던 순간을 영원히 간직하려는 한 여인의 집요한 욕망을 그리고 있다. 퇴락한 저택에서 살고 있는 노파 콘수엘로 부인과 그녀의 아름다운 조카 아우라. 그 집에서 콘수엘로 부인의 죽은 남편 요렌테 장군의 비망록을 정리하는 일을 하게 된 젊은 역사학도 펠리페는 아우라에게 점점 빠져들고, 의문스러운 일들이 가득한 저택에 서서히 적응하는데…. 작가의 독특한 화법과 어둡고 기괴한 묘사가 돋보이는 신비로운 분위기의 작품이다.","소설,사람,노파,퇴락,순간,노벨상,콘수,기도,문학,정치,펠리페,마르케스,발언,파스,중남미,대해,저택,묘사,아우라,광기,작가,역사학도,선택,작품,소신,스스로,분위기,매년,환상소설,욕망,인생,조카,장군,테스,여인,정리,화법,부인,점점,가르시아,고딕소설,그녀,대표,문제,타비,가브리엘,남편,서도,현대,의문"
눈먼 올빼미,사데크 헤다야트,"국내도서
 > 
소설
 > 
기타나라소설
 > 
기타나라소설",9790000000000.0,"삶에는 서서히 고독한 혼을 갉아먹는 궤양 같은 오래된 상처가 있다.
카프카의 《변신》에 필적하는 현대 이란의 대표 소설 『눈먼 올빼미』. 천 년 넘게 운문만 존재해 온 페르시아 문학에 큰 파문을 던진 최초의 소설이며 최고의 문제작이다. 고독한 필통 뚜껑 장식사가 벽에 비친 올빼미 모양의 자신의 그림자에게 들려주는 이야기에는 속물들의 세계에서 살아가야 하는 고뇌와 풍자, 혐오와 절망이 담겨있다. 방의 환기구를 통해 우연히 보게 된 여인의 등장, 독특한 상상력과 묘사, 생의 어둠에 대한 초현실적이고 광기 어린 문체가 어둡고 슬프지만 감동적으로 다가온다.이 책은 20여 개국에서 출간되었으나 ‘읽으면 자살하게 된다’는 우려 때문에 한때 독서 금지되었던 작품이기도 하다. ‘꼭 읽어야 할 20세기의 작품’, ‘죽기 전에 읽어야 할 1001 권의 책’에 선정된 바 있다. 소설의 첫 번째 부분은 주인공과 수수께끼의 여인이 관련된 이야기이다. 어느 날 그는 작은 방의 네모난 환기구를 통해 우연히 바깥에서 있는 한 여인을 보게 된다. 그의 삶의 영감인 동시에 절망의 원천이 되어 버린 관능적이고 위험한 그 여인은 사이프러스 나무, 그 아래 웅크리고 앉은 노인과 함께 반복해서 그의 앞에 환영처럼 나타난다. 그리고 어느 날 그 여인이 갑자기 그의 방으로 들어와 죽음을 맞이하는데…….","뚜껑,소설,우려,개국,등장,감동,혐오,자살,선정,아래,독서,문학,고뇌,카프카,상처,파문,사가,상상력,고독,대한,풍자,묘사,필통,세기,절망,맞이,실적,변신,이란,영감,네모,속물,주인공,죽음,올빼미,사이프러스,장식,여인,최고,환영,관련,이야기,바깥,관능,대표,세계,제작,문체,서서히,현대"
백년의 고독 1,가브리엘 가르시아 마르케스,"국내도서
 > 
소설
 > 
기타나라소설
 > 
중남미소설",9790000000000.0,"노벨문학상 수상작가인 가브리엘 가르시아 마르케스의 대표작!
1982년 노벨문학상 수상작가 가브리엘 가르시아 마르케스의 세계적 장편소설 『백년의 고독』 제1권. 지금까지 전세계 30여 개국에서 번역 출판되었으며, 2,000만 명의 독자를 사로잡은 이 소설은 라틴아메리카 대륙이 겪어야했던 역사의 리얼리티를 소멸 해가는 부엔디아 가문의 운명과 함께 들려준다. 블랙유머와 패러디를 통해 거센 운명의 역사를 헤쳐 나가는 인물군상의 역정을 드라마틱하게 그려낸 작품이다.이 작품은 신화적 요소를 도입하여, 우르술란과 호세 아르까디오의 마꼰도라는 도시의 건설을 그리고 있다. 이 둘은 서로 사촌간으로 둘 사이의 근친 상간으로 인해 돼지꼬리가 달린 자식이 태어날것 이라는 예언에 따라, 아무도 닿지 않는 곳에 새로운 도시를 세우기 위해 고향을 떠난다. 초기의 외부와의 접촉은, 멜키아데스를 중심으로 한 집시들의 방문이었고, 이들은 신기한 의부 문물을 마을 주민들에게 소개하게 된다. 이 신기한 의부 문물은 호세 아르까디오에게 외부 세계의 과학적인 지식을 받아들이도록 자극하는 기제가 된다.  마꼰도의 고립은 오래 지속되지 않고 시장의 등장, 내전, 철도의 건설, 외국인 바나나 공장의 건설 등의 사건을 통해 외부 세계와 접촉하게 된다. 그러나 파업에 참가한 공장 노동자들이 대량학살로 사망하고, 폭풍우와 가뭄이 농장을 파괴함에 따라 외국인 바나나 공장이 철수하고 다시 마꼰도는 고독에 휩싸이게 되는데…….","장편소설,방문,우르,디아,사망,사촌,아무,파업,개국,운명,건설,역사,도입,번역,내전,마르케스,고독,대량학살,인물,문물,가뭄,철수,고립,상의,철도,가인,라틴아메리카,신화,소개,의부,농장,작품,자극,집시,외국인,명의,디오,시장,요소,술란,노동자,참가,파괴,폭풍우,블랙유머,사건,자식,초기,공장,고향"
달콤 쌉싸름한 초콜릿,라우라 에스키벨,"국내도서
 > 
소설
 > 
기타나라소설
 > 
중남미소설",9790000000000.0,"22년동안 이어진 애절한 사랑 이야기!
멕시코의 소설가 라우라 에스키벨의 첫 번째 장편 소설. 22년동안 이어진 애절한 사랑 이야기를 1월부터 12월까지 볼 수 있는 요리책처럼 독특하게 구성한 장편 소설 '달콤 쌉싸름한 초콜릿'은 멕시코 요리 특유의 냄새와 맛을 통해 에로틱한 상상을 불러일으킨다. 티타는 '막내딸은 죽을 때까지 어머니를 돌봐야 한다.'는 가족의 전통 때문에 연인인 페드로와 결혼하지 못한다. 페드로는 티타와 한 집에 있기 위해 티타의 언니인 로사우라와 결혼하고, 티타와 페드로의 사랑은 더욱 애틋해진다. 요리 재료와 시간에 마법을 걸어 부엌을 은밀하고 신비로운 세계로 창조해낸 티타는 자유와 평등, 그리고 자신의 목소리와 자신만의 사랑을 요리와 함께 완성하는데……. 음식을 자신을 표현해내는 수단으로 삼고 있는 티타의 사랑에 대한 묘사와 티타의 감정을 다른 사람들에게 전달하는 매개체인 요리가 만들어지는 과정이 절묘하게 섞여 있는 이 장편 소설은 기존의 남성 중심 문학에서 소외되어 있던 부엌과 음식이라는 소재를 전면에 부각시켜 '요리 문학'이라는 페미니즘 문학의 새로운 장르를 열었다. 라우라 에스키벨의 남편이었던 영화 감독 알폰소 아라우가 영화화하였다.
작가 라우라 에스키벨은 티타와 페드로의 사랑을 이야기하는 데 있어 요리라는 수단을 택하고 있다. 두 사람은 요리라는 매개체를 통해 사랑을 속삭일 뿐만 아니라, 두 사람의 사랑에 대한 묘사도 요리가 만들어지는 과정과 흡사하다. 요리를 중심으로 한 이러한 서술 방식은 작품 전체의 분위기를 경쾌하게 만드는 데 일조한다.","냄새,중심,은밀,소설,때문,기존,사우,소외,소재,부엌,문학,전면,장편,표현,남성,자유,특유,음식,영화,사랑,마법,대한,창조,묘사,재료,알폰소,과정,타의,요리,평등,구성,분위기,페드로,에스,완성,소설가,이어진,수단,개체,상상,멕시코,달콤,이야기,페미니즘,일조,서술,키벨,가족,연인,남편"
2666(볼라뇨 20주기 특별합본판),로베르토 볼라뇨,"국내도서
 > 
소설
 > 
기타나라소설
 > 
중남미소설",9790000000000.0,"압도적인 장정, 압도적인 이야기로베르토 볼라뇨 20주기 특별합본판 『2666』
로베르토 볼라뇨의 전설적인 대표작 『2666』이 볼라뇨의 20주기를 맞아 방대한 분량을 묶어 낸 한 권짜리 특별판으로  나왔다. 볼라뇨의 유작이기도 한 이 작품은 스페인어권 문학에서 절대적 위상을 차지할 뿐 아니라 세계적으로 큰 반향을 일으킨 바 있다. 한국어 번역으로 원고지 총 6,573매에 달하는 이 대작은 그 분량에 걸맞은 방대한 이야기들과 다층적인 문제의식들을 담아 내 출간 이후 많은 비평가들과 독자들의 열광적인 찬사를 받아 왔다. 『2666』은 볼라뇨의 가장 야심찬 역작으로, 볼라뇨는  이 작품을 발표하면서 마르셀 프루스트와 제임스 조임스와 같은 20세기 거장들에 견줄 만한 작가가 되었다는 평을 받았다. 이번 『2666』 특별합본판은 큼직한 판형과 고급스러운 장정으로 이 기념비적 대작에 어울리는 모습으로 선보인다.
☞ 선정 및 수상내역★ 2008년 전미 비평가 협회상 수상★ 『텔레그래프』 선정 <2000년대 최고의 책 100권> 중 7위★ 『가디언』 선정 <2000년대 최고의 책 50권>★ 『뉴욕 타임스』 선정 2008년 최고의 책★ 『타임』 선정 2008년 최고의 책 ★ 『로스앤젤레스 타임스』 선정 2008년 최고의 책 ★ 『타임스 리터러리 서플러먼트』 선정 2009년 최고의 책 ★ 『스펙테이터』 선정 2008년 최고의 책★ 『텔레그래프』 선정 2009년 최고의 책★ 『인디펜던트 온 선데이』 선정 2009년 최고의 문학★ 『샌프란시스코 크로니클』 선정 2009년 최고의 책","절대,열광,역작,원고지,협회,독자,리터,텔레,제임스,선정,크로니클,스페인어권,뉴욕,문학,거장,번역,차지,장정,특별판,타임스,수상,기념비,로베르토,세기,조임스,서플러먼트,볼라뇨,프루스트,타임,작가,로스앤젤레스,작품,대작,의식,주기,최고,위상,이야기,찬사,테이,마르셀,판형,모습,대표,세계,러리,가디언,분량,압도,선데이"
