책 이름,작가,장르,ISBN,책 소개
조선 사람들의 근대 생활 탐구,권나리,"국내도서
 > 
청소년
 > 
청소년 역사",9.79116E+12,"자고 일어나면 세상이 바뀌어 있던우리나라 최대 격변기, 근대!그 시대를 슬기롭게 살아낸 사람들의 이야기기존의 상식과 굴레를 벗어나큰 세계를 품었던 개항기 조선 사람들을 만나다!
현재적 삶의 기반, 근대로 떠나는 탐구 여행우리 역사 속에서 ‘근대’가 갖는 의미는 매우 크다. 지금으로부터 불과 백여 년 전인 근대는 현재 우리의 삶과 매우 밀접하게 연관되어 있기 때문이다. 우리가 살아가는 데 크게 영향을 끼치는 정치 체제를 비롯해서 문화, 경제, 예술 등 많은 것들이 근대에서 시작되었다.외세의 침략으로 정치적으로 더없이 혼란스러운 시기였지만, 이전과 달라진 세계관과 확장된 대외 관계 속에서 기존의 모든 상식과 관념에서 벗어나야 살아남을 수 있는 격동의 시대였다. 그 변화 한가운데를 관통하며 살아야 했던 사람들의 삶은 몹시 어렵고 혼란스러웠을 수밖에 없었을 것이다. 여러 갈래의 갈림길에 섰어야 했던 당시 사람들에겐 끝이 보이지 않는 막막함과 불확실한 도전의 연속이 아니었을까?어쨌거나 그 당시 사람들은 그동안 누려 왔던 삶을 송두리째 뒤흔드는 충격적인 변화 속에서 저마다 나름의 목적과 이유를 가지고 하루하루를 버티며 꿋꿋이 살아냈다. 외세의 침략으로 중심 없이 흔들리던 조선의 크고 작은 사건들을 제대로 이해하기 위해서는 그 시대 사람들의 생각과 삶을 들여다보는 것이 매우 중요하다. 오늘을 살아가는 우리에게 삶의 기반을 헤아리게 하는 것뿐 아니라 깊은 자극과 통찰을 안겨 주리라 믿는다.자, 그럼 이제 《조선 사람들의 근대 생활 탐구》와 함께 근대로 탐구 여행을 떠나 보자!"
살아있는 세계사 교과서 2,전국역사교사모임,"국내도서
 > 
청소년
 > 
청소년 역사",9.78896E+12,"세계사를 읽는 힘을 길러 ‘나’와 ‘세계’를 네트워킹하다!
세계사를 기술하고 개발하는 ‘관점’과 방법 이상으로 중요한 것은 ‘누가 쓸 것인가?’의 문제이다. 《살아있는 한국사 교과서》를 집필하였던 전국역사교사모임의 2천여 역사 교사들, 그리고 이 책의 저자 10명의 역사 교사들은 21세기를 살아가게 될 우리의 청소년들이 ‘주연 유럽, 조연 중국’이라는 서구 중심의 관점을 벗어나, 우리의 눈과 우리의 이야기로 세계를 인식할 수 있게 돕고자 노력하였다. 또한 평화와 민주주의, 인간다운 삶을 지향하는 사람이 될 수 있도록 하는 시각을 견지하였으며, 세계사와 한국사를 연관 지어 큰 흐름 속에서 읽을 수 있도록 하였다. 무릇 교육이란 자신의 눈으로 세계와 미래를 바라볼 수 있도록 큰 틀을 제공하는 것이다. 이번 전면 개정판 《살아있는 세계사 교과서》는 오늘날의 세계를 들여다보며, 앞으로 우리가 살아갈 세계를 제시하는 길잡이가 되어 줄 것이다."
세계사를 바꾼 17명의 의사들,황건,"국내도서
 > 
청소년
 > 
청소년 과학/컴퓨터",9.79116E+12,"드라마에 자주 나오는 흉부외과부터바이러스를 막는 감염내과까지각 분야에서 ‘최초’라는 역사를 쓴 의사들
오늘날 우리는‘100세 시대’를 살고 있다. 그런데 30~40년 전까지만 해도 인간의 기대 수명은 평균 60세였다. 기대 수명이 비약적으로 늘어난 것은 각종 질병을 치료하는 의학 기술의 발전 덕택이다. 인류는 천연두, 소아마비 등의 감염병을 퇴치한 것은 물론, 뇌졸중, 암, 심장마비 등 과거에는 치료가 불가능하다고 여겨진 질병의 실마리도 점차 풀어 가고 있다. 미래에는 100세를 넘어 ‘120세 시대’가 실현될 수 있다는 전망까지 나온다. 이 모든 것은 의학의 발전 없이는 불가능한 일이다.누가 의학의 발전을 여기까지 끌어올렸을까? 《세계사를 바꾼 17명의 의사들》은 의학 역사에 굵직한 발자취를 남긴 의학자들의 삶과 연구를 조명한 책이다. 이들의 성취를 흉부외과, 내과, 응급의학과, 신경외과 등 15개에 이르는 진료 과목별로 소개해 의학 역사의 중요한 장면을 한 권으로 세밀하고도 쉽게 읽을 수 있다. 장기이식에 필요한 혈관 봉합법을 개발한 카렐부터 응급의학을 만든 라레, 혈액형을 발견한 란트슈타이너까지, 17명의 의학자는 모두 각 분야에서 ‘최초’라는 역사를 쓴 인물이다.장기이식에 필요한 혈관 봉합법,위내시경 개발, 수술 도구의 발명…의학 발전의 결정적인 순간들이 책에 등장하는 의사들은 연구한 분야도, 활동한 시기도 다양하며 저마다 다른 삶을 살았다. 최초로 심장이식에 성공한 바너드처럼 명예와 부를 모두 쟁취한 의사도 있지만, 헝가리의 산부인과 의사 제멜바이스처럼 살아생전 인정받지 못한 인물도 있다. 또한 소아마비 백신을 만든 소크처럼 공익을 위해 특허권을 과감하게 포기한 인물도 있지만, 사리사욕을 채우기 위해 잘못된 행위를 한 이들도 있다. 그러나 한 가지 공통점은 분명하다. 그 시대에 ‘꼭 필요한 일’을 해냈다는 것이다. 의사들은 미지의 바이러스, 수술법의 한계 등 베일에 싸인 문제에 과감하게 도전했다. 풍부한 상상력을 발휘해 획기적인 가설을 세우고 그 가설을 증명하기 위해 연구와 실험을 포기하지 않았다.이 책의 저자는 40년 가까이 의료 현장에서 환자들을 진료하고 있으며, 의과대학 교수로서 학생들에게 강의하고 있다. 저자는 강의실에서 의료인을 꿈꾸는 청소년에게 흥미진진한 이야기를 들려주듯 이 책을 썼다. 여기에 현직 의사로서의 오랜 경험과 생각까지 더해 감동과 울림을 준다. 이 책은 처음부터 읽어 나가도 되지만, 관심 있는 진료 과목에 따라 순서를 바꾸어 읽어도 괜찮다. 과거로 돌아갈 수 있다면 가장 먼저 만나고 싶은 의사부터 찾아보는 것도 재미있는 독서가 될 것이다.★이 책에 나오는 의사들[흉부외과] 처음으로 심장이식에 성공한 크리스티안 바너드[성형외과] 성형수술의 기초를 만든 길리스·매킨도[이식외과] 장기이식의 첫걸음을 뗀 알렉시 카렐[소아과] 소아마비 백신을 개발한 조너스 소크[산부인과] 손 씻기의 중요성을 알린 이그나즈 제멜바이스[응급의학과] 인류 최초의 구급차를 만든 도미니크장 라레[혈관외과] 혈액형을 발견한 카를 란트슈타이너[내분비내과] 당뇨병 치료의 열쇠를 만든 프레더릭 밴팅[의공학과] 전기수술기를 발명한 윌리엄 보비[위장관외과] 위내시경을 개발한 우지 다쓰로[피부과] 나병의 원인을 발견한 게르하르 한센[마취과] 전신마취에 성공한 윌리엄 모턴[감염내과] 세계 최초의 백신을 개발하기까지 헌터·제너[신경외과] 뇌의 지도를 그린 와일더 펜필드[영상의학과] 엑스선을 발견한 빌헬름 뢴트겐"
한 번에 끝내는 중학 세계사 세트,김상훈,"국내도서
 > 
청소년
 > 
청소년 역사",9.79119E+12,"중학교 역사 교과 과정을 완벽하게 담아 낸 단 하나의 교과서!25만 부 판매 《통 세계사》 저자가 쓴 청소년을 위한 역사책!중학교 역사 교과 과정을 완벽하게 담아 낸 세상에서 가장 친절하고 재미있는 청소년 역사책!
중학교 역사 교과 과정이 개편됨에 따라 종전에 세계사와 한국사를 같이 공부하던 교과 방식에서 세계사(2학년)와 한국사(3학년)를 분리하는 방식으로 바뀌었다. 세계사와 한국사를 넘나드는 역사 공부가 중학생들에게 부담을 줄 수 있다는 판단에 따른 선택으로 보인다.이러나저러나 청소년 세대에게 ‘역사’는 달갑지 않은 과목이다. 방대한 분량을 한 권의 교과서에 담다 보니, 수박 겉핥기로 기술되어 있어서 교과서를 열심히 들여다봐도 내용을 이해하기 힘들다. 수업 시간이 턱없이 부족한 탓에 현직 교사들도 깊이 있게 들어갈 수가 없다. 역사는 앞서 일어난 사건의 영향과 결과로 다음 사건이 일어나는 인과관계가 뚜렷한데, 자칫 한눈을 팔아서 역사의 흐름을 놓치고 나면 지금 접하고 있는 역사적 사건의 맥락을 이해하기 힘들다. 자습서나 참고서의 도움을 받으려 해도 이 역시 교과서와 다름없이 단 몇 줄의 문장으로 긴 이야기를 압축시켜 놓아서 알아듣기 어렵다. 이래저래 역사에 관한 기본 지식이 약한 청소년들은 역사와 점점 멀어질 수밖에 없다.《한 번에 끝내는 중학 세계사》는 ‘중학교 역사 ①’ 교과 과정과 내용을 그대로 따라가면서 설명해 준다. 무엇보다도 지금 일어난 일이 어떤 사건의 영향을 받은 것인지 역사의 인과관계를 그때그때 친절하게 설명하기 때문에 역사의 맥을 잡는 데 큰 도움을 준다. 역사는 암기 과목에 속하지만, 역사의 맥락과 용어를 이해하느냐에 따라 성취의 깊이가 달라진다. 이 책이 가장 중요하게 여기는 지점이 바로 이 부분이다. 역사 지식이 부족하고 문해력과 읽기 능력이 약한 독자일지라도 충분히 이해할 수 있도록 눈높이를 낮추었고, 용어와 단어 풀이에도 정성을 기울였다. 여기에 역사 베스트셀러 작가의 스토리텔링 능력이 덧붙여져 재미까지 더했다. 각 단원의 끝에는 앞선 내용을 총정리할 수 있는 코너를 마련해서 청소년 독자의 학습 효과를 높였다. 저자의 말대로 시험 기간에는 해당 범위를 2~3번 읽는 것만으로도 큰 도움이 될 것이다.
☞ 선정 및 수상내역★ 아침독서신문 추천 도서 ★★ 우리역사연구회 추천 도서 ★★ 학교도서관사서협의회 추천 도서 ★"
한 번에 끝내는 중학 한국사 1: 선사 시대부터 고려 시대까지,김상훈,"국내도서
 > 
청소년
 > 
청소년 역사",9.79119E+12,"수능 필수 과목인 한국사는 중학생 때 반드시 끝내자!중학교 역사 ② 교과 과정을 완벽하게 담아낸 유일한 교과서 해설서
역사를 공부해야 하는 이유가 뭘까?첫 번째는 과거에 일어난 일을 통해 현재를 진단하고 미래를 예측하는 시각을 열어 준다. 역사는 일정한 방향성을 지니는데 지난 역사를 살핌으로써 지금 세계에서 일어나는 사건의 의미를 파악할 수 있고 미래의 방향을 가늠할 수 있다. 두 번째는 ‘나’와 ‘우리’의 정체성을 깨닫게 한다. 짧게는 수백 년에서 길게는 수천 년에 이르는 발전과 변화의 연장선상에 있는 나, 그리고 미래의 어느 지점으로 향하는 출발점으로서의 나와 우리가 지닌 존재의 의미를 생각하게 한다. 세 번째는 시시각각 변화하는 국제 정세와 국가 간의 관계에 숨은 뿌리를 알게 해 준다. 끊이지 않는 분쟁과 협력의 이면에 도사리고 있는 역사의 배경을 알게 됨으로써 글로벌 감각을 키울 수 있다.이처럼 역사는 세상을 바라보는 시각을 넓혀 주고 삶의 지혜를 갖게 하는 훌륭한 학문이지만, 중고등학생들에게 역사는 까다롭기 그지없는 교과목으로만 다가온다. 한마디로 극혐! 시험에서 차지하는 비중이 작으면서도 공부해야 할 분량이 만만치 않다. 더군다나 수능 필수 과목인 한국사에 대해서는 더욱 부담이 클 수밖에 없다. 입시를 앞두고 뒤늦게 공부 좀 해보려고 해도 어디서부터 시작해야 할지 막막하기만 하다. 그래서 한국사만큼은 비교적 시간 여유가 있는 초등학생 때 기초를 다지고 중학생 때 완성해야 한다는 것이 국룰. 그런데 만약 초등학생 때 기초를 다지지 못했다면? 《한 번에 끝내는 중학 한국사》가 답이다. 사전 지식이 부족해도 얼마든지 쉽고 재미있게 한국사를 공부할 수 있다. 교과서와 참고서가 알려 주지 않는 역사적 사건의 배경을 충분히 설명해 주기 때문에 왜 그때 그 사건이 일어났는지 인과관계를 파악할 수 있다. 머릿속에 한국사의 흐름이 차곡차곡 쌓이도록 돕는다. 그동안 한국사라는 망망대해에서 길을 찾지 못했던 역포자(역사 포기한 사람)에게도, 한국사를 더욱 깊이 있게 다지고 싶은 중급자에게도 이 책은 최적의 길잡이가 되어 줄 것이다."
미국 역사,조성일,"국내도서
 > 
청소년
 > 
청소년 역사",9.789E+12,"미국 학교에서는 역사를 어떻게 가르칠까?
미국으로 유학을 떠나는 학생들은 사전에 준비해야 할 것들이 많다. 체크리스트의 맨 앞엔 당연히 영어가 자리 잡을 테고, 그 다음은 여러 학과목에 대한 준비가 이을 것이다. 그 중 특별히 신경 써야 할 학과목이 있다. 바로 미국역사이다. 사회나 과학 같은 과목은 미국 학교라 해서 한국 학교에서 배운 것과 완전히 다른 것을 가르치지 않는다. 같은 것을 가르친다. 하지만 미국역사는 다르다. 한국 학교에서 전혀 가르치지 않는다. 그렇다면 반드시 미리 준비할 필요가 있다.미국역사를 준비할 때는 특별히 주의해야 할 점이 있다. 많은 학생이 미국역사를 사전에 준비한다며 아무 생각 없이 아무 책이나 집어 든다. 하지만 이렇게 생각 없이 미국역사 책을 선택하다가는 낭패 보기 쉽다. 시중에 나와 있는 책과 실제 미국 학교에서 가르치는 교과서의 내용이 다를 수 있기 때문이다. 저자는 친구의 딸이 유학 갈 때 미국역사 책을 추천했었던 경험이 있다. 그런데 그 학생에게 도와주려다 결국 혼란만 주었었다. 하워드 진 교수가 쓴 미국역사 책을 추천했던 것. 개인적으로 좋아하고 또 기자로서 인터뷰했던 인연이 있어서 무난하다고 여겼었다. 그런데 이 책이 역사 인식에서는 미국 역사 교과서와는 극과 극을 보이는 것이었다. 영웅사관의 교과서와 민중사관의 하워드 진 책. 그래서 저자는 이 경험을 계기로 미국 유학생들에게 실질적으로 도움이 될 수 있는 미국역사 책을 집필하기로 맘먹는다. 미국 학교에서 가르치는 미국역사를 공부하려면 역사 교과서를 읽는 것이 가장 좋은 방법이다. 하지만 영어로 되어 있고, 또 내용이 생각보다 많아 유학준비생이 읽기에는 큰 부담이 되는 게 현실이다. 그래서 이 책은 역사 교과서를 기본 텍스트로 삼고 유학생의 실제 노트필기와 학습자료까지 참고하여 미국이 원하는 미국역사에 초점을 맞춘 것이다.  이 책은 2012년에 처음 나왔다. 최초 흑인 대통령인 버락 오바마가 재선에 막 성공했을 때였다. 10년의 세월이 흐르면서 오바마에 이어 트럼프, 또 지난해에는 팔순의 바이든이 대통령이 되었다. 그러면서 이 책은 그동안 8쇄를 찍었다. 여전히 미국 유학생들이 찾고 있는 스테디셀러이다. 하지만 10년 전의 낡은 옷으로 MZ 세대의 감성에 다가가는 데는 한계가 있다는 생각이 들었다. 해서 이번에 새 옷으로 갈아입은 개정판을 낸다."
옷장 속의 세계사,이영숙,"국내도서
 > 
청소년
 > 
청소년 역사",9.78894E+12,"우리가 항상 입는 옷에 세계사가 숨어 있다!
『옷장 속의 세계사』는 제2회 창비청소년도서상을 수상한 《식탁 위의 세계사》의 후속작이다. 우리가 항상 몸에 걸치는 옷과 옷감에 담긴 역사를 알아본다. 일상에서 발견하는 사물을 매개로 삼아 세계사의 주요 사건과 인물을 안내한다는 전작의 콘셉트를 그대로 유지하면서도, 범위를 현대사까지 포함하여 신선함을 더하였다. 청바지에서 미국 서부 개척의 역사와 골드러시를, 트렌치코트에서 1차 대전의 참호전의 비참함을, 비키니 수영복에서 핵실험과 히로시마 원자폭탄 투하를 끌어낸다. 전작과 마찬가지로 엄마가 이야기를 들려주는 형식으로 서술되어 청소년이 부담 없이 읽을 수 있으며, 50여 컷의 사진 자료도 이해를 돕는다.
스타킹에서 넥타이, 양복, 비단, 검은 옷, 벨벳 등 우리가 입는 옷과 옷감 10가지를 통해 세계사의 이모저모를 알아보는 이 책은 자연스러운 전개가 특징이며 흡인력 있고 친근한 서술로 독자의 눈길을 사로잡는다. 무턱대고 외워야 하는 정보가 아니라 우리 삶 가까이에서 접하는 재미있는 이야기로써 역사에 다가갈 수 있다."
전봉준,안도현,"국내도서
 > 
청소년
 > 
청소년 역사",9.78898E+12,『전봉준』의 저자 안도현 시인은 자신의 문학의 또렷한 푯대이기도 했던 동학농민전쟁과 전봉준에 대한 관심을 내내 가슴속에 묵혀 두었다가 마침내 이야기로 풀어냈다. 여기에 김세현 화백이 힘차고 기개 있는 필치로 그날의 뜨겁고도 처연한 광경들을 절절하게 그려냈다.▶ 이 책은 2006년에 출간된 《전봉준》(산하)의 개정판입니다.
한 컷 한국사,조한경,"국내도서
 > 
청소년
 > 
청소년 역사",9.78896E+12,"역사 교사들이 한 컷의 사진으로 풀어낸 살아있는 한국사 이야기
『한 컷 한국사』를 집필한 열 명의 역사 교사들은 고등학교 한국사 교과서를 공동 집필한 경험이 있다. 집필진은 한 컷의 역사 사진에 담겨 있는 시대상을 역사 교사의 시선으로 풀어쓴 책이 있으면 좋겠다는 데 의견을 모은 뒤, 145컷의 한국사 사진을 선정하고 2년의 공부와 집필을 거쳐 『한 컷 한국사』를 완성했다.역사 교사들이 치열한 논쟁 끝에 사진을 선정한 기준을 따라가 보자. 필자들은 과거와 현재를 연결하는 역사적 소재(마천루 속 석촌동 고분, 퇴색하지 않은 백제의 랜드마크 / 시대를 뛰어넘어 만난 두 체공녀, 강주룡과 김진숙), 역사적 사건을 생생하게 보여 주는 사진이지만 숨어 있는 의도성(담뱃대를 든 조선인이 맥주병을 안은 사연은? / 누가 야만인가? 광성보 전투)에 관심을 가졌다.또한 역사의 수레바퀴에 눌려 제 목소리를 내지 못하고 사라져 간 사람들의 이야기(‘손가락 총’에 죽어 나간 사람들, 여수ㆍ순천 10ㆍ19 사건 / ‘골’로 간 사람들), 같은 사건일지라도 이전과는 다른 시각으로 살펴보기(밥이 하늘이다, 동학 농민군이 꿈꾼 세상), 기존에 접하지 못했거나 접했어도 잊힌 사건을 재조명한 소재(벌거벗은 임금님, 태조 왕건 청동상의 사연 / 파묻고 싶었던 굴욕, 삼전도비 / 한국 정치에 돌풍을 일으키다, 40대 기수론)가 선정의 기준이 되었다.진흙에 반쯤 잠긴 백제 금동 대향로 사진에서 발굴 당시의 상황을, 서대문 형무소에서 카메라를 응시하는 김재봉의 눈빛에서는 독립운동가들의 의지를 읽어낼 수 있다. 사진을 단서로 필자들의 해설을 따라 읽다 보면 독자들은 추리 소설처럼 재미있는 역사를 만날 수 있을 것이다."
지리 모르고 뉴스 볼 수 있어?,옥성일,"국내도서
 > 
청소년
 > 
청소년 인문교양",9.79116E+12,"어렵고 복잡한 세계 뉴스, 지리를 알면 얼마나 쉽게? 지도 밖 ‘진짜 세상’이 펼쳐지는 흥미진진한 지리 교양서 뉴스는 세계 곳곳에서 일어나는 다양한 소식을 전한다. 세상이 들썩일 만큼 큰일이 벌어지면 그에 관한 보도가 연일 이어지기도 한다. 하지만 이런 뉴스를 보며 답답함을 느끼지는 않는가? 어떤 일이 일어났다는 건 알아도 정확히 파악하기 힘든 것이다. 자주 접하는 세계 뉴스도 매번 어렵고 복잡하게 느껴지는 건 왜일까? 뉴스 헤드라인 뒤에 숨은 이야기를 모르기 때문이다. 《지리 모르고 뉴스 볼 수 있어?》는 지리로 세계의 흐름을 이해하는 흥미진진한 지리 교양서이다. 러시아의 우크라이나 침공, 중국의 동북공정, 탈레반의 아프가니스탄 점령, 미얀마 군부 쿠데타… 여러 나라의 오랜 분쟁부터 최근 정세까지 지리를 비롯한 역사ㆍ문화ㆍ정치ㆍ경제로 들여다본다. 지리 과목을 어려워하는 학생이 많은 만큼 청소년 눈높이에 맞춘 구성도 더했다. 매 꼭지는 일상적인 대화에서 시작해 해당 이슈에 친근하게 접근하고, 끝에서는 ‘토론해 볼까요?’라는 박스글을 더해 학생 스스로 생각해 볼 있게 이끈다. 이 책은 지리로 세상을 바라보게 함으로써 지도에 불과하던 세계를 살아 있는 ‘진짜 세계’로 생생히 펼쳐 보인다. 낯설기만 했던 세계 뉴스에 나도 모르게 고개가 끄덕여지는 놀라운 경험을 선사한다. 미국에서 총기 난사가 잦은 이유는 뭘까? 중동은 뭐 때문에 분쟁이 끊이지 않을까? - 지리로 똑똑하게 이해하는 국제 이슈 러시아는 왜 우크라이나를 상대로 전쟁을 일으켰을까? 뉴스는 전쟁 상황은 알려 줘도 전쟁의 원인이 무엇인지는 설명해 주지 않는다. 전쟁의 여파로 곡물과 연료 가격이 올랐다는 소식은 전해도 그것이 미래 지구에 어떤 영향을 미칠지는 말해 주지 않는다. 뉴스를 보다 보면 머릿속은 물음표로 가득 찰 수밖에 없다. 《지리 모르고 뉴스 볼 수 있어?》는 전 세계에서 벌어지는 21개의 국제 이슈를 다각도로 조명한다. 다양한 이슈에 얽힌 지리적 배경과 역사적 배경을 함께 살피면서 독자의 궁금증을 하나씩 해결해 나간다. 미국에서 총기 사건ㆍ사고가 자주 발생하는 까닭을 밝히는 과정을 보자. 역사적으로는 미국 서부 개척 시대로 거슬러 올라가고, 지리적으로는 도시와 시골 지역의 격차를 짚는다. 그리고 현재로 넘어와 지역 갈등과 총기 소지 문제를 정치적으로 이용하는 정치인들을 원인으로 꼽는다. 중동 지역에서 끊임없이 분쟁이 벌어지는 이유는 무엇일까? 석유를 둘러싼 패권 다툼만이 아니다. 역사적으로는 이슬람의 정통성을 둘러싼 갈등이 있고, 지리적으로는 식민지 시대 강대국들이 마음대로 그은 국경선에서 비롯된 분쟁이 있다는 사실을 알려 준다. 이처럼 단편적으로만 알았던 국제 이슈를 여러 측면에서 바라보면서 세상을 입체적으로 파악할 수 있다. 세계를 배우며 우리를 돌아보는 시간  청소년 세계시민을 위한 특별한 지리 공부 지리 교사인 저자는 “여러 나라의 변화와 발전, 문제를 들여다보면서 현재 우리나라의 모습”을 볼 수 있다고 이야기한다. 문제가 일어난 과거로 돌아가 원인을 살펴보면, 현재 상황을 통찰할 수 있고, 미래의 결과를 예측할 수 있다는 것이다. 러시아의 우크라이나 침공으로 전 세계는 식량과 에너지 부족을 겪고 있고, 기후변화로 세계 이곳저곳은 가뭄과 홍수, 폭염과 혹한 등으로 고통받고 있다. 미국의 토네이도와 일본의 지진ㆍ쓰나미 공포는 점점 더 커지고 있으며, 인도네시아의 수도 자카르타는 해수면 상승으로 가라앉고 있고, 반대로 북극해는 빙하가 녹음으로써 북극항로 개발이 눈앞에 다가왔다.저자의 말처럼 오늘날 “세계는 하나로 연결되어 있다”. 특정한 시대에 특정한 지역에서 일어나는 일이라 해도 그 원인과 결과는 역사적이며 세계적이다. 이 책을 통해 지리와 사회, 역사와 문화를 함께 알아가다 보면 세계시민으로서 갖춰야 할 세계를 바라보는 시야가 한층 더 넓어질 것이다."
현대 경제지리학 강의,닐코,"국내도서
 > 
경제/경영
 > 
경제이론
 > 
경제학이론",9.79117E+12,"선도적인 경제지리학 입문서의 개정 신판
경제지리학자들이 경제적 과정을 이해하고, 분석하고, 해석하는 다양한 방식을 소개하는 흥미롭고 이해하기 쉬운 책 『현대 경제지리학 강의』 3판이 출간되었다. 2007년 초판 이후 2013년에 2판을 거쳐, 이번에 3판이 출간된 것은 이 책이 선도적인 경제지리학 입문서로 자리매김했다는 것을 의미한다. 기존의 지성사나 학문적 논쟁을 다루는 책과는 달리 이 종합적인 텍스트는 초국적기업의 활동부터 직장과 소비를 둘러싼 문제에 이르기까지 현대 경제생활과 관련된 화제의 이슈들을 지리학적 관점으로 바라본다. 예를 들어 공간 패턴, 장소, 네트워크, 영역과 같은 것들이 대규모 경제 과정을 어떻게 형성하는지 탐구한다. 저자들은 학문으로서의 지리학에 몰두해 있거나 심지어 이 분야의 사전 지식을 갖추고 있어야 한다고 생각하지 않는다. 따라서 하나의 학문 분야로서 경제지리학의 역사를 성찰하는 데는 상대적으로 적은 시간을 할애하고, 모든 장에서 세계 각지의 사람들이 살고 일하는 현대 경제를 반영한다. 이번 3판에서는 학생과 교사 모두에게 인기를 얻었던 특성과 주제를 유지하면서 흥미롭게 참고할 만한 내용도 추가하였다. 새로운 장은 세계 경제와 국제 개발이 어떻게 제도화되고 통제되는지, 기후변화 관점에서의 경제지리, 자본주의 사각지대에서의 경제 관행, 노동시장에서 이주자의 역할, 글로벌 생산 네트워크 등을 살펴본다. 현대 경제지리학의 다양한 주제적·이론적 접근 방법을 반영하여 강의자들은 정치·경제학적 접근 방법과 제도론적 접근 방법이 이 책의 많은 부분을 뒷받침한다고 인식하겠지만, 동시에 후기구조주의적 사고와 문화 및 정체성의 경제적 함의를 탐구하려는 노력도 진지하게 담고 있다는 것을 알게 될 것이다.  경제지리학의 주요 개념, 최신 논쟁, 사례 연구를 포함한 주제 중심의 접근 방식으로 경제지리학을 소개하여 현대 경제지리학에 관심이 있는 학문적 및 대중적 독자뿐만 아니라 이 분야를 처음 접하는 학생들에게 개정된 『현대 경제지리학 강의』는 최신 지식의 귀중한 원천이 될 것이다."
세계지리 세상과 통하다 2: 아프리카에서 남북극까지,전국지리교사모임,"국내도서
 > 
청소년
 > 
청소년 인문교양",9.78896E+12,"『세계지리 세상과 통하다』 제2권 《아프리카에서 남북극까지》. 이 책에서는 세계 지리의 실상을 제대로 알 수 있게 하기 위해서, 세계의 지역을 동아시아, 동남·남아시아, 서남·중앙아시아, 오세아니아, 아프리카, 유럽, 아메리카, 남극과 북극의 9개 지역으로 새롭게 구분했다. 또한 기존의 ‘지역 지리’와 ‘계통 지리’가 갖는 단점을 극복하고 각각의 장점을 살릴 수 있는 ‘지역-주제 지리’라는 대안을 제시했다. 즉 각 지역별로 그 곳을 대표할 수 있는 주제를 선정해 내용을 구성했다."
공간과 장소,이-푸 투안,"국내도서
 > 
인문
 > 
인문학일반
 > 
인문교양",9.78899E+12,"원치 않은 집콕시대, 마음껏 공간과 장소를 향유조차 할 수 없는 시대, 그야말로 〈장소가 그리워지는 시대〉다. 우리는 그 어느 때보다 〈장소의 소중함〉을 절실히 깨닫고 있다. “우리는 〈공간〉 속에서 살고 있지만 늘 〈장소〉를 갈망한다!”우리의 삶은 〈안정과 모험〉, 〈애착과 자유〉, 〈공간과 장소〉 사이에서 변증법적으로 전개된다"
국경 전쟁,클라우스 도즈,"국내도서
 > 
정치/사회
 > 
국방/군사
 > 
국방/군사일반",9.79119E+12,"세계적인 지정학 전문가가 말하는 국경의 미래 심해와 우주를 넘어 디지털 영역에까지 이어지는 치열한 “땅 따먹기” 전쟁
국경은 이동하고, 사라지고, 다시 만들어진다. 강대국들의 점유와 그들만의 협의로 그어버린 세계 곳곳의 국경선은 현재의 긴장과 분쟁을 몰고 왔다. 산맥과 강, 바다로 이루어진 천연 국경도 지구 온난화와 기후 변화로 인한 빙하의 감소, 물의 범람, 해수면 상승 등의 이유로 현재의 국경을 재설정하도록 압박한다. 국경을 맞대고 으르렁거리는 나라들은 땅을 벗어나 바다에서도 경계를 긋기에 바쁘며, 지구의 외계 공간에서도 영토 싸움을 벌이고 있다. 세계적인 지정학자가 들려주는 ‘국경 전쟁’의 양상은 국경이라는 주제로 현재의 세계를 둘러보게 만들며 현재 우리의 국경에 대해서도 숙고하는 기회를 준다.국경은 나와 우리를 나누는 선이며, 누군가를 보호하고, 누군가를 배척하며, 열리기도 하고 닫히기도 한다. 이것을 결정하는 것은 누구이며, 그 결정의 배경은 무엇인가? 오늘도 세계 어디선가는 사람들이 국경을 넘다가 목숨을 잃는다. 이것이 과연 온당한 일인가? 오늘날 비자와 여권을 가진 부유국의 시민들은 국경을 넘어 자유로이 이동을 하지만, 빈국과 분쟁 지역의 사람들은 국경에 가로막혀 오도 가도 못하는 신세다. 국경 없는 세상은 단지 존 레논의 노래에 나오는 공상일 뿐일까? 정치적인 문제에 골똘해 있는 동안 기후 위기와 극단적인 환경 변화는 우리에게 길게 생각할 시간을 주지 않는다. 이미 환경주의자들이 50년 전에 경고했듯이, 우리는 오직 하나뿐인 지구를 갖고 있다. 그리고 전체 생태계와 우리의 집단적 관계에 대해 엄혹한 선택이 지금 우리 앞에 놓여 있다."
