책 이름,작가,장르,ISBN,책 소개
일할 사람이 사라진다,이철희,"국내도서
 > 
경제/경영
 > 
각국경제
 > 
한국경제",9.79117E+12,"서울대 국가미래전략원 인구클러스터장 이철희 교수의노동위기 대한민국 생존 전략!
모두가 대한민국 인구의 미래가 정해졌다고 말한다. 이미 저출생 국면에 접어든 지 오래되었고 인구는 줄어들 수밖에 없으며 어쩌면 대한민국은 소멸할지도 모른다고. 서울대 국가미래전략원 인구클러스터장이자 국내 대표 인구경제학자인 이철희 교수는 《일할 사람이 사라진다》에서 대한민국의 미래, 특히 인구와 노동 시장의 미래는 아직 정해지지 않았다고 조심스레 반박한다. 정확히 말하면, 장기적 저출생으로 생산연령인구가 줄어들긴 하겠지만 그 미래가 실제 어떤 모습으로 흘러갈지는 현재의 우리가 어떻게 준비하고 행동하느냐에 따라 달라질 것이라고 깊이 있게 분석한 뒤 냉철하면서도 현실적인 조언을 내놓는다. 젊은 노동자의 빈자리를 나이 든 노동자가 메운다면? 여성과 중장년층의 노동 참여를 좀 더 활성화한다면? 외국인력을 최대한 잘 활용한다면? 효과적인 대응책을 찾아 현실에 적용할 수만 있다면 대한민국의 미래는 어둡지 않게 새로 쓸 수 있을 것이다. 인구감소에 따라 일할 사람이 점점 사라지고 있는 대한민국, 그 생존 전략과 앞으로 나아갈 길을 밀도 높게 담아낸 이 책을 통해 인구위기 문제를 조금 다른 각도에서 바라보고 발전적으로 고민해보길 바란다."
선량한 차별주의자,김지혜,"국내도서
 > 
정치/사회
 > 
사회학
 > 
사회학일반
 > 
사회일반서",9.78894E+12,"선량한 마음만으로 평등은 이루어지지 않는다!
은밀하고 사소하며 일상적이고 자연스럽게 벌어지는 일들 속에서 선량한 우리가 놓치고 있던 차별과 혐오의 순간을 날카롭게 포착하는 『선량한 차별주의자』. 차별의 사각지대에 놓인 이들을 직접 찾아가는 현장 활동가이자, 통계학·사회복지학·법학을 넘나드는 통합적인 시각을 바탕으로 국내의 열악한 혐오·차별 문제의 이론적 토대를 구축하는 데 전념해온 연구자인 김지혜 교수가 인간 심리에 대한 국내외의 최신 연구, 현장에서 기록한 생생한 사례, 학생들과 꾸준히 진행해온 토론수업과 전문가들의 학술포럼에서의 다양한 논쟁을 버무려 우리 일상에 숨겨진 혐오와 차별의 순간들을 생생하게 담아냈다. 1부에서는 우리가 차별을 보지 못하고 선량한 차별주의자가 되는 이유를 중점적으로 다룬다. 모든 사람은 가진 조건이 다르기에, 각자의 위치에서 아무리 공정하게 판단하려 한들 편향될 수밖에 없다는 점을 지적하면서, 우리가 보지 못하는 차별을 알아채기 위해서는 자신이 가진 특권을 발견하는 것이 중요하다고 말한다. 저자의 날카롭고 다각적인 문제제기를 따라가다 보면, 아무리 선량한 시민이라도 차별을 전혀 하지 않을 가능성은 거의 없다는 것을 깨닫게 된다. 2부에서는 다양한 사례를 통해 차별이 지워지거나 공정함으로 둔갑되는 메커니즘을 살핀다. 저자는 차별에 대한 논란들을 차근차근 해부하며 역으로 질문을 던지고, 인간 심리와 사회현상에 대한 다양한 연구와 이론을 소개하면서 독자가 자연스럽게 평등과 차별을 탐구해볼 수 있게 한다. 3부에서는 차별과 혐오에 대응하는 우리의 자세를 살핀다. 각종 논쟁과 실험을 풍부하게 제시하며, 지금 당장 시작할 수 있는 한걸음의 대안부터 우리가 나아가야 할 방향까지 폭넓게 살펴본다.
차별을 당하면서도 작은 문제제기조차 해보지 못한 사람들부터 소위 프로불편러까지, 차별과 혐오의 시대에 지친 현대인들을 위한 이 책은 내 시야가 미치지 못한 사각지대를 발견할 기회를 전해준다. 모든 일이 그러하듯 평등도 저절로 오지 않는다고 이야기하면서 우리에게 익숙한 질서 너머의 세상을 상상하고, 은폐되거나 익숙해져서 보이지 않는 불평등을 감지하고 싸울 수 있는 기회를 마련해준다."
군중심리,귀스타브 르 봉,"국내도서
 > 
정치/사회
 > 
사회학
 > 
사회학이론
 > 
사회심리/여론",9.79114E+12,"“왜 똑똑한 사람들이 모여 어리석은 선택을 하는가?”인간 집단의 심리와 행동 그리고 그들을 이끄는 리더십 원리메타버스 시대에도 여전히 적용되는 최고의 사회심리학 고전
★ 『르몽드』 선정, “세상을 바꾼 20권의 책” ★ “주식 시장의 대중 심리를 알려면 꼭 읽어야 할 책”_앙드레 코스톨라니(“유럽의 버핏”으로 불리는 전설적 투자자)“당선될 수만 있다면 과장된 공약을 남발해도 괜찮다. 유권자는 공약에 박수를 보낼 뿐 얼마나 지켰는지 알려고 하지는 않는다.” “흑색선전으로 상대에게 타격을 주되 증거를 찾아 제시할 필요는 없다.” “때로는 여론이 협박으로 돌변해 정치인의 행동 노선까지 바꾼다.” 오늘날의 정치 행태를 꼬집은 것 같지만 사실은 19세기 말에 귀스타브 르 봉이 쓴 책, 『군중심리』에 담긴 내용이다. 사회상과 군중에 대한 그의 분석은 21세기인 지금과 견주어도 이질감이 전혀 없다.군중에 관한 연구서 중에서 이 책이 돋보이는 이유는 실천적 논의의 장을 열었기 때문이다. 르 봉은 군중의 실체를 예리하게 꿰뚫을 뿐만 아니라 의도한 방향으로 그들을 이끄는 강력한 원리를 제시한다. 심리학의 거장인 프로이트와 올포트를 비롯해 드골과 루스벨트 같은 통치자들, “유럽의 버핏”이라 불리는 전설적 투자자 코스톨라니에 이르기까지 수많은 리더가 이 책을 읽고 자신의 분야에 적용해 큰 성과를 거두었다.르 봉은 보불전쟁과 파리 코뮌 등 역사의 격랑을 겪으면서 군중의 힘을 주목하게 되었다. 그가 말하는 군중은 단지 같은 장소에 운집한 무리가 아니라 특정 감정이나 신념에 따라 결합된 ‘심리적 군중’이다. 군중에 속한 개인은 고유의 특성을 잃어버리고 충동적으로 사고하며 본능에 따라 움직인다. 먹물깨나 먹었다는 지식인들도 다르지 않다. 군중은 ‘논리’가 아니라 ‘감정’으로 판단하기 때문이다.메타버스 시대가 도래하면서 『군중심리』의 가치가 재조명되고 있다. 르 봉이 말한 ‘심리적 군중’의 영향력이 점점 커지고 있기 때문이다. 이 책은 지금껏 이해하기 어려웠던 팬덤 정치, 온라인 여론 형성 과정, 심지어 종교와 정치의 광기 등 최근의 여러 현상에 관해 명확한 관찰과 분석을 가능하게 한다. 군중의 마음을 얻어야 하는 리더들의 필독서인 『군중심리』를 풍성한 배경지식이 담긴 이미지와 깊은 해제, 원문에 충실한 완역으로 선보인다."
일인칭 가난,안온,"국내도서
 > 
인문
 > 
인문학일반
 > 
인문교양",9.79119E+12,올해 26살인 저자는 2019년까지 20여 년간 국민기초생활수급자로 살아왔다. 하지만 자신이 한국의 가난을 대표할 수 없다는 것을 안다. 덜 가난해서가 아니라 가난의 양태가 가지각색이기 때문이다. 그래서 이 책은 철저히 일인칭으로 쓰였다.
미래를 먼저 경험했습니다,김영화,"국내도서
 > 
정치/사회
 > 
사회학
 > 
각국사회/문화
 > 
다문화사회",9.79119E+12,"2021년 8월 ‘미라클 작전’으로 카불에서 구출한 아프간 특별기여자 가족(총 391명) 중 울산에 정착한 157명과 그들을 이웃으로 받아들인 사람들의 이야기. 아프간 특별기여자들은 아프간 공적개발원조(ODA) 관련 한국 기관과 바그람 한국병원 등에서 일한 현지 협력자들로, 탈레반에게 부역자로 처단될 위험을 피해 한국행을 선택한 이들이다. 아프간 난민이 이웃으로 온다는 사실이 발표되자 울산 동구 주민들에게 미라클 작전의 감동은 충격으로 바뀐다. 난민이 내 이웃이 될 줄 몰랐던 것이다. 아프간 아이들이 학교에 배정된 사실이 알려지자 학부모들은 ‘난민 입학 반대’ 현수막을 든 채 밤 11시까지 시위를 벌이기도 했고, 교사들은 학교를 그만두려고도 하였다. 그로부터 1년 후, 상황이 변했다. 아프간인들이 사는 중앙아파트 앞 주차장은 한국과 아프간 아이들의 축구장으로 변했고, 그들의 울산 정착은 모범적이라는 평가를 받는다. 지난 1년간 울산과 인천을 오가며 아프간 가족들의 울산 정착기를 취재해 온 김영화 기자(《시사IN》)는 주민들이 왜 반발했으며, 누가 어떻게 갈등을 줄이려고 했는지, 무슬림 이웃이 생긴다는 것은 어떤 의미인지 등을 알기 위해 교육청, 학교, 현대중공업, 다문화센터 관계자, 통역사, 지역 주민 등 한국인 30여 명을 인터뷰했다. 이를 바탕으로 이방인을 마주하면서 당황했던 사람들이 각자의 자리에서 최선을 다해 이들을 환대하고 도운, 뭉클하고도 감동적인 이야기를 길어낸다. 서로의 이견을 적대시하지 않으면서 합의점을 찾던 순간들, 공존의 노하우가 여기 담겼다."
2050 거주불능 지구,데이비드 월러스 웰즈,"국내도서
 > 
정치/사회
 > 
사회문제/복지
 > 
사회문제
 > 
환경문제",9.79116E+12,"‘살인적인 폭염’부터 ‘반복되는 팬데믹’에 이르기까지우리의 상식과 사회의 근간을 뒤엎을 기후재난의 미래
‘지구의 날’ 50주년을 맞이해 출간되는 『2050 거주불능 지구』는 최신 연구 자료와 통계적 근거를 바탕으로 가장 믿을 만한 기후변화의 미래 시나리오를 제시한다. 기존 기후변화와 관련한 다양한 논의들을 비판적으로 종합해 우리의 일상을 파괴할 지구온난화의 실제적인 영향과 그림을 제시한다. 단순한 ‘환경운동’이나 개인의 윤리적 각성으로도 해결할 수 없는 기후변화의 막대한 영향력을 규명하는 이 책은 걷잡을 수 없는 전염병 등으로 총체적 위기를 맞이한 인류 사회가 반드시 참고해야 할 기후재난 대응 매뉴얼이자 미래보고서다.이 책은 최신 연구 자료와 통계적 근거를 바탕으로 가장 믿을 만한 기후변화의 미래 시나리오를 제시한다. 기존 기후변화와 관련한 다양한 논의들을 비판적으로 종합해 우리의 일상을 파괴할 지구온난화의 실제적인 영향과 그림을 제시한다. 많은 사람들은 지구온난화가 오래전 산업혁명에 따른 결과라고 생각하지만, 지금 대기 중에 떠도는 탄소 중 절반 이상은 불과 지난 30년 사이에 배출된 것이다. 기후변화는 이제 더 이상 찬반을 나누어 한가로이 논쟁해야 할 대상이 아니라 전 지구적으로 변화된 환경에서 인류가 ‘어떻게 살아남아야 할지’ 방법을 강구해야 할 생존 프로젝트인 것이다.
저자는 기후변화 문제에 대한 민주적이고 협력적인 대응 방안을 모색한다. 마지막으로 저자는 사고의 전환을 도모하는 방편으로 ‘인류 원리’를 제안하며 ‘지구’와 ‘자연’의 입장에서 생각하는 차원을 넘어 온 인류와 지구를 ‘한 사람’처럼 생각할 수 있는 관점으로 안내한다. 《2050 거주불능 지구》는 총체적 위기를 맞이한 인류 사회가 반드시 참고해야 할 기후변화 대응 매뉴얼이자 미래보고서다."
폭염 살인,제프 구델,"국내도서
 > 
과학
 > 
지구과학
 > 
기상학/기후학",9.7889E+12,"“우리가 앞당겨 맞이한 것은 여름이 아니라 죽음이었다”폭염 사망자 50만 시대, 전력난과 물가 폭등, 슈퍼 산불과 전염병까지 지구 열탕화의 참상을 집중 탐사한 제프 구델의 폭염 르포르타주
ㆍ 기온이 오를수록 자살과 강간 사건이 늘어난다? ㆍ 에어컨은 어떻게 미국 대선 결과를 바꿨는가 ㆍ 벚꽃 모기가 창궐하면 동시다발적 팬데믹이 온다! ㆍ 서늘한 실내 온도는 어떻게 계급과 집값을 가르나ㆍ 식량 공황, 대파와 양배추 파동은 시작에 불과하다! ㆍ 바다의 사막화가 몰고 올 비극바야흐로 대폭염 시대, 해마다 ‘역대급 더위’를 경신하는 가운데 지구는 점점 더 빠르고 더 뜨거운 멸종을 향해가고 있다. 전력난과 물가 폭등, 슈퍼 산불과 전염병에 이르기까지, 폭염은 우리 삶을 전방위로 압박할 것이며, 그 끝에는 죽음 외에 아무것도 남지 않을 것이다. 『폭염 살인』은 최전선의 기후 저널리스트 제프 구델이 ‘열국 열차’를 타고 한 바퀴 돌아본 달궈진 지구의 모습에 대한 폭염 르포르타주다. 이 책은 산업혁명 이후 가장 더운 해로 기록된 2023년을 예견한 책으로 미국 사회에서 큰 화제를 일으키며 출간 즉시 베스트셀러에 올랐다. 저자는 평균기온 45도를 웃도는 파키스탄부터 시카고, 사라져가는 남극에서 파리까지 가로지르며, 우리 일상과 신체, 사회 시스템을 극한으로 몰아붙이는 폭염의 참상을 낱낱이 기록한다.  진화의 속도를 넘어 폭주하는 더위, 그리고 그것이 불러올 예측 불허의 재앙 앞에서 에어컨의 냉기가 과연 언제까지 우리를 지켜줄 수 있을까. 분명한 건 극한 더위가 불러올 죽음의 연쇄 반응 앞에 그 누구도 자유로울 수 없다는 사실이다."
나는 옐로에 화이트에 약간 블루,브래디 미카코,"국내도서
 > 
정치/사회
 > 
사회문제/복지
 > 
사회문제
 > 
사회문제일반",9.7912E+12,"차별과 폭력이 난무하는 세상에서도 아이들은 자란다.
보육사이자 칼럼니스트 브래디 미카코. 영국에서 20년 넘게 살아온 일본인 저자가 계층 격차와 다문화 문제로 신음하는 영국 사회의 밑바닥에서 아이를 키우며 겪은 생생한 현실을 기록한『나는 옐로에 화이트에 약간 블루』. 저자는 중학교에 갓 입학한 아들이 인종도 국적도 계층도 다른 친구들을 만나며 겪는 복잡미묘한 사건을 관찰하며 다양성과 차별이라는 민감한 이슈를 풀어낸다. 긴축 재정과 브렉시트로 분열과 갈등이 심화되고 있는 영국 사회를 배경으로 어른들의 편견을 뛰어넘으며 치열하게 고민하고 성장하는 아이들의 모습이 깊은 감동을 준다.영국 지방도시의 공영주택지가 모여 있는 동네. 그 동네 아이들이 다니는 중학교에도 무상 급식 대상자와 중산층, 이민자와 원주민, 백인과 유색인종이 섞여 있다. 저자는 아이가 백인에게 인종 차별을 당하거나 몸집이 작아 폭력을 당할까봐 걱정했지만 차별과 폭력의 양상은 한층 복잡하다. 이민자와 유색인종을 배척하는 건 또 다른 이민자였고, 식당에서 음식을 훔쳐 먹은 친구를 타이르던 아이들이 벌을 내리듯 폭력을 가했으며, 혐오 발언을 일삼던 아이는 ‘쿨하지 않다’는 이유로 집단 따돌림을 당한다. ‘나와 다른 사람’에게 친절과 걱정을 가장한 편견을 내비치고, PC(Political correctness:정치적 올바름)함과 취향의 자유를 근거로 폭력을 정당화한다. 브렉시트를 둘러싸고 치열하게 대립하는 여론과 이민자에 대한 이중적 태도, 하층 계급을 바라보는 중산층의 차가운 시선 위에 아이들의 전장은 이미 예견된 셈이다. 사립학교와 공립학교의 수영장 풀사이드마저 나뉘어 있는 중학교 수영대회의 모습은 21세기 계급사회의 풍경을 여실히 보여준다.
영국에서 살면서 아들과 자신의 주변에서 일어나는 일을 담담하게 관찰하던 저자의 시선은 ‘시민사회’의 자부심이 뿌리내리고 있는 영국 사회의 어두운 이면을 날카롭게 관통한다. 격차와 차별과 폭력이 만연하는 학교 너머로 드러난 건 보수 정권의 긴축 정책으로 ‘무너진 복지국가’와 ‘막다른 길에 몰린 다문화 사회’였다. 공영주택지에서, 풀사이드 저쪽에서, 교실 뒷자리에서 무슨 일이 벌어지는지 알지 못하고 알려고 하지 않는 사회의 위험성을 저자는 엄중히 경고한다."
가난한 아이들은 어떻게 어른이 되는가,강지나,"국내도서
 > 
정치/사회
 > 
사회문제/복지
 > 
사회문제
 > 
빈곤/불평등문제",9.79119E+12,"“처음 만날 때는 열예닐곱 살의 청소년이었던 이들이지금은 서른 즈음의 청년이 되었다.”10년간 정성스럽게 기록된 가난과 성장의 시간들
25년 경력의 교사이자 청소년 정책으로 박사학위를 받은 저자가 빈곤가정에서 자란 여덟 명의 아이들과 10여 년간 만남을 지속하면서 가난한 청소년이 청년이 되면서 처하게 되는 문제, 우리 사회의 교육ㆍ노동ㆍ복지가 맞물리는 지점을 적극적으로 탐사한다.이 책은 가난을 둘러싼 겹겹의 현실에 대한 철저한 해부이자 날카로운 정책 제안인 동시에, 가난이라는 굴레 속에서 이들이 어떻게 삶에 대한 통찰과 지혜를 발견해내는지에 대한 가슴 시린 성장담이다. 은유 작가와 장일호 기자가 사려 깊은 추천글을 보탰다."
나는 얼마짜리입니까,6411의 목소리,"국내도서
 > 
정치/사회
 > 
사회문제/복지
 > 
노동문제
 > 
노동문제일반",9.78894E+12,"사회를 바꾸는 우리 일터 이야기 ‘투명인간’ 노동자의 한숨과 땀방울의 연대기웃고 울고 분노하는, 가장 진실하고 절실한 울림
웹툰작가, 물류센터 직원, 도축검사원, 번역가, 대리운전기사, 사회복지사, 전업주부, 예능작가, 헤어디자이너, 농부, 건설노동자…… 각자의 노동현장에서 묵묵히 일하는 수많은 이들. 전국 방방곡곡 다양한 현장에서 땀 흘리는 일흔다섯명의 노동자가 자신에게 익숙한 도구를 잠시 놓고 펜을 들었다. 그리고 각자가 일하며 겪은 이야기를 써내려가기 시작했다. 그 결과 어떤 리얼리즘 소설보다 리얼하고, 어떤 시집보다 감동적이며, 어떤 에세이집보다 반짝이는 언어로 가득한 책 『나는 얼마짜리입니까』로 묶였다.한편당 A4용지 한장 분량의 짧은 글이지만 그 안에 담긴 내밀한 사연들은 오래 시선을 붙든다. 화려하거나 미끈한 문장으로 포장되지는 않았지만 페이지를 가득 채운 진심과 진실은 곧바로 감전되듯 와닿는데, 그러면서 독자들은 순식간에 겪어보지 못한 삶의 현장을 체험하는 것이 가능하다. 또한 이 책은 읽는 이의 주위 사람들을 돌아보게 하는 마법 같은 힘을 지녔다. 배우 정우성이 추천사를 통해 말했듯, 각각의 기록은 “존재하되 우리가 그 존재를 느끼지 못하고 살아가는 사람들이 직접 쓴 이야기”이다. 이들의 목소리를 직접 듣는 경험을 통해 독자들은 평소에 무심코 지나쳐온 ‘일하는’ 얼굴들을 떠올리게 되며 그들이 어떤 기분으로 일터에 나가서 어떤 순간에 웃고 우는지를 짐작해보게 된다. 그리고 그것이 곧 나의 얼굴, 내가 사랑하는 이의 얼굴과 다르지 않음을 자연스럽게 깨닫는다. 이는 누군가와 함께 살아간다는 ‘공생’의 실감으로 이어지는 동시에 모두가 이 사회를 떠받치고 살아가며, 또한 그렇게 살 수밖에 없다는 ‘공존’의 마음가짐으로 우리를 이끈다. 오랜만에 느껴보는 “같이 살자”(추천사, 정지아 소설가)는 외침이 먹먹한 동시에 오래도록 따뜻하게 남는 것도 이러한 마음이 가슴 한편에 자리 잡기 때문이다. 우리 사회를 떠받치는 것은 누구인가이제는 그들의 ‘진짜’ 목소리를 들어야 할 때『나는 얼마짜리입니까』는 출간에 앞서 북펀딩을 진행했다. 정치권·문화예술계·시민사회계 등 각계의 응원에 힘입어 펀딩은 시작되자마자 모금 목표를 달성했고, 일주일이라는 짧은 기간에 목표의 네배를 훌쩍 상회하는 금액이 모였다. 이 프로젝트에 보여준 열기가 얼마나 뜨거운 것이었는지를 알 수 있다. 이러한 성원에 힘입어 『나는 얼마짜리입니까』는 출간 이후 국회의원회관 행사 등 이 책의 출간 의의를 설명함과 동시에 노동현실 변화를 촉구하는 다양한 이벤트를 진행할 예정이다. 이 책은 노회찬재단의 기획으로 시작되었다. 노동자가 직접 쓴 글을 받아 ‘6411의 목소리’라는 제목으로 2022년 5월부터 한겨레에 연재를 시작했다. 억울한 사연, 힘을 보태달라는 호소문, 위트 있는 일화, 따뜻한 감동을 주는 이야기 등 저마다 다른 얼굴을 지닌 목소리가 지면을 통해 사회에 발신되었다. 여태껏 한번도 사회적 발언권을 지녀보지 못한 이들의 목소리였다. “6411번 버스를 아십니까?” 우리가 이름조차 알지 못하는 노동자들과 함께 살아가고 있으며, 한국사회가 그 노동자에 의해 지탱되고 있음을 알린 고 노회찬 의원의 명연설이다. 그 연설 이후 ‘6411번 버스’는 소외된 노동계층을 대표하는 고유명사가 되었다. 이 책의 저자명이 ‘6411의 목소리’인 것은 그러한 이유다. 언론인 손석희는 이 책을 읽고 “하나하나의 글들 속에서 노회찬을 발견한다. 글쓴이들이 모두 노회찬이다”라고 썼다. 탁상공론이나 지나친 정쟁 끝에 진전이라고는 전혀 없는 정치인들이나, 늘 희생과 헌신을 강요하면서도 정작 자신들에게는 동일한 잣대를 적용하지 않는 재벌·기업인들에게 들려줄 목소리는 바로 ‘6411의 목소리’, 현장의 목소리라는 뜻을 품고 있는 말이다. 『나는 얼마짜리입니까』에 수록된 글은 각기 다른 장소에서 쓰였지만 모두를 한곳으로 이끈다. 바로 ‘더 나은 세상’이다. 여태껏 듣지 못했던, 존재하는 줄 몰랐던, 혹은 애써 외면해온 목소리들을 들음으로써 우리는 한발짝 더 나은 세상으로 향한다. ‘나는 얼마짜리입니까’라는 책 제목은 자본이라는 가치에 매몰된 세상을 향한 모두의 질문이자 경고이다. 물론 사람의 가치가 돈으로 환원되지 않는 세상이 곧바로 오지야 않겠지만 “작은 이야기가 세상을 바꾼다는 믿음”(편집자문위원회)이 있기에, 우리는 사람이 그 자체로 존중받는 세상을 이 책을 읽음으로써 잠시나마 꿈꿔볼 수 있다. 『나는 얼마짜리입니까』에 실린 생생하고도 빛나는 하나하나의 이야기들은 그러한 세상을 향한 마중물이 된다."
왜 세계의 절반은 굶주리는가?,장 지글러,"국내도서
 > 
정치/사회
 > 
사회문제/복지
 > 
사회문제
 > 
빈곤/불평등문제",9.79119E+12,"전 세계 기아의 실태와 배후 요인들을 추적하다!
부족한 것 없이 하루하루를 보내는 전 세계의 많은 사람들. 음식점에서는 손만 조금 댄 반찬들이 쓰레기통으로 버려지는 경우가 허다하다. 그러나 우리가 이렇게 음식을 낭비하며 살아가고 있는 지금 이 순간에도 지구 어느 곳에서는 밥 한끼, 빵 한 조각을 먹지 못해 죽어가고 있는 이들이 많다는 것을 알고 있는가?『왜 세계의 절반은 굶주리는가』는 유엔 인권위원회 식량특별조사관인 장 지글러가 기아의 실태와 그 배후의 원인들을 아들과 나눈 대화 형식으로 설명한다. 전쟁과 정치적 무질서로 인해 구호 조치가 무색해지는 비참한 현실, 소는 배불리 먹으면서 사람은 굶은 모순된 현실 등을 자세히 설명한다.또한 사막화와 삼림파괴, 도시화와 식민지 정책, 불평등을 야기하는 금융과두지배 등 기아를 발생시키는 정치·사회·경제적인 문제들을 살펴본다. 그리고 구호조직의 활동과 딜레마 속에 사각시대에 놓여 있는 기아들, 부자들의 쓰레기로 연명하는 사람들의 모습을 들려주며 사람이 가져야 할 인정과 지구촌 식구로써 당연히 해야 할 도리를 촉구한다.
기아의 원인을 깊숙이 파고든 이 책을 통해 인간의 생사를 가르는 상황들이 얼마나 정치, 경제 질서와 깊은 연관을 맺고 있나를 실감하게 될 것이다. 특히 단순히 이론이나 사례를 나열하며 기아의 객관적 현실을 보여주는 것이 아니라, 사회에 물들지 않은 순수한 아이와의 대화 형식으로 꾸며져 있어 기아의 진실이 한층 더 와닿는다."
눈이 보이지 않는 친구와 예술을 보러 가다,가와우치 아리오,"국내도서
 > 
정치/사회
 > 
사회문제/복지
 > 
장애인복지",9.79119E+12,"『눈이 보이지 않는 친구와 예술을 보러 가다』는 닛타 지로 문학상, 가이코 다케시 논픽션상 등을 수상한 저자가 선천적 전맹인 시라토리 겐지와 함께 일본 각지의 미술관을 방문하여 다양한 작품을 감상한 기록을 담은 책이다.눈이 보이지 않는 사람이 어떻게 미술 작품을 볼까? 시라토리 겐지는 눈이 보이는 사람과 동행해 작품에 관한 시각적 설명을 듣고 함께 이야기를 나누면서 작품을 감상한다. 그 과정에서 대화는 미술의 경계를 넘어 예술, 인간, 사회, 역사, 장애, 정상성 등 다양한 주제로 확장된다. 시라토리가 작품을 보는 방식은 익숙한 미술 감상법을 탈피할 뿐 아니라 세상을 바라보는 익숙한 시선도 변화시킨다. 그와 함께 보면 그림도 인간도 이 세계도 완전히 다른 빛깔과 질감으로 다가온다.이 책은 일본에서 출간 즉시 화제를 모으며 베스트셀러가 되었고 제53회 오야 소이치 논픽션상 최종 후보에 올랐으며, 일본의 서점원들이 한 해 동안 최고의 책을 선정하는 2022 서점대상 논픽션 부문 대상을 수상했다."
쓰레기책,이동학,"국내도서
 > 
정치/사회
 > 
사회문제/복지
 > 
사회문제
 > 
환경문제",9.7912E+12,"“쓰레기는 어디로 가는가?”쓰레기를 찾아 떠난 1만 7000시간의 기록누구나 알고 있다고 생각하지만, 누구도 정확히 모르는 쓰레기의 비밀
『쓰레기책』은 청년 정치인 이동학이 세계여행을 떠났다가 목격하게 된 쓰레기 문제를 생생한 사진과 함께 쉽게 풀어낸 책이다. 2년간 지구 곳곳을 발로 누비며 직접 보고 듣고 깨달은 쓰레기 이야기를 담아냈다. 저자도 지구 유랑을 떠나기 전까지는 쓰레기 문제의 심각성을 잘 몰랐기에 그 충격이 고스란히 전해온다. 매일 쓰레기 관련 뉴스가 메인으로 올라오고 있지만, 정작 쓰레기 문제가 우리 일상과 얼마나 밀접하게 연결되어 있는지는 아무도 모른다. 분리수거는 잘하고 있다고 할 수 있겠지만 정작 분리수거된 쓰레기는 어디로 가는 것일까? 사실 우리는 쓰레기가 어디로 가는지에 관심이 없다. 그저 ‘알아서 잘 처리되겠지’ 하고 무심코 생각할 뿐이다. 하지만 당장 수도권 매립지만 해도 5년이 지나면 더는 쓰레기를 매립할 공간이 남지 않게 된다. 그런데 내 일상은 어떤가? 배달, 택배, 테이크아웃… 나는 매일 24시간 쓰레기를 만들고 있다. 그런데도 이렇게 쓰레기가 많이 쌓이고 있다는 걸 왜 몰랐던 걸까? 그저 내 눈앞에서만 사라졌을 뿐 쓰레기는 결코 사라지지 않는다. 그리고 언젠가 다시 우리 몸속으로 돌아온다."
가짜 노동(리커버:K),데니스 뇌르마르크,"국내도서
 > 
인문
 > 
인문학일반
 > 
인문교양",9.78895E+12,"가짜 노동을 말하지 않는 사회가짜 노동이 진짜가 되는 사회 일과 삶에 진짜 혁신을 가져올 근본적인 질문들
“4시간만 일해도 되는 사회를 만들어놓고 왜 8시간이나 일하는가?”우리는 왜 바쁘다고 말할 때 자랑스러워할까?하루 중 대부분의 시간 동안 진짜 노동을 하고 있는 걸까?우리의 노동은 어딘가 잘못되었다!“인간은 여전히 일을 해야 한다는 강박으로 끊임없이 일을 만들어낸다. 절약된 시간과 효율로 얻은 이익을 그저 일을 더 하는 데 사용하고 있다. 이 책은 바로 그 문제를 다룬다.”_김상욱 교수, tvN 〈알쓸별잡〉 중에서가짜 노동을 말하지 않는 사회가짜 노동이 진짜가 되는 사회일과 삶에 진짜 혁신을 가져올 근본적인 질문들일하지 않는 ‘가짜 노동’의 시대 우리가 더 많은 일을 하는 진짜 이유『가짜 노동:스스로 만드는 번아웃의 세계』는 우리 사회에 금기시되었던, 하는 일 없이 바쁘고 무의미하게 시간만 낭비하는 일, 즉 ‘가짜 노동’은 무엇이고, 어떻게 우리의 과잉 노동을 불러왔는지에 대해 깊숙이 탐구한다. 실질적인 통계 자료 외에도 노동 문제 전문가와의 대화, 다양한 조직에서 자신의 가짜 노동을 깨달은 사람들의 솔직한 인터뷰를 통해 왜곡돼 있던 노동의 실체를 만날 수 있다. 덴마크 인류학 분야에서 가장 많이 인용되는 저작들을 남긴 데니스 뇌르마르크와 철학자 아네르스 포그 옌센은 이 책을 통해 자신들의 노동, 문화, 정치, 역사, 사회에 대한 폭넓은 지식을 바탕으로 노동에 대한 새로운 철학적 관점을 제시한다. 책은 ‘사라진 시간’ ‘사라진 의미’ ‘시간과 의미 되찾기’라는 세 가지 큰 파트로 구성되어 있으며, 이 내용 안에서 일하는 누구나 필연적으로 마주할 수 있는 다양한 문제를 조명할 뿐 아니라 가짜 노동에서 벗어나, 진짜 일을 하며 노동의 본질과 삶의 의미를 되찾을 수 있는 용기 있는 대안들도 제시한다. 우리는 이 책을 통해 노동에 가지고 있었던 왜곡된 인식과 의구심을 해소할 수 있는 기회를 가질 수 있을 것이다."
