책 이름,작가,장르,ISBN,책 소개
아메바 경영,이나모리 가즈오,"국내도서
 > 
경제/경영
 > 
경영일반
 > 
외국기업가",9.78895E+12,"‘살아 있는 경영의 신’ 이나모리 가즈오의 경영 바이블!
‘잃어버린 20년’으로 불리는 일본의 장기 불황 하에서도 압도적인 경영 성과를 꾸준히 보이고 있는 교세라의 독특한 경영 방식, 아메바 경영은 2005년에 한국에 최초로 소개되었다. 그런데 우리나라의 경우 교세라 창업자 이나모리 가즈오가 창안한 아메바 경영을 독자적 관리회계 방식에 초점을 맞춘 나머지 그 경영 기법의 매우 중요한 토대로 작용하는 ‘경영철학’에 대한 관심과 학습이 배제되어 왔다. 바꿔 말하면, ‘경영의 신’ 이나모리 가즈오의 경영론을 관리회계의 측면으로만 해석하면서 매출, 생산량, 생산성과 같은 수량적 지표만을 높이기 위한 방법으로서 아메바 경영을 이해해온 것이다. 그러나 이는 이나모리 가즈오 경영 방식에 대한 지극히 왜곡된 해석이자 편견이다. 아메바 경영은 한마디로 기업을 작은 조직으로 세분화해 소집단 부문별로 독립채산제를 영위하도록 하는 전원 참가형 분권적 경영 시스템이다. 즉, 기업 내부의 자원 배분과 관련한 모든 결정권은 경영자에게 집중되어 있으면서 강도 높은 관리회계 시스템만 소집단 부문별로 떠미는 것이 아니라는 점이다. 아메바 경영은 철저한 독립채산제와 함께 회사 내부의 인사, 정보, 자금, 기술과 같은 모든 자원의 배분에 관한 결정권을 아메바로 불리는 소집단에게 전적으로 위임하는 시스템인 것이다. 이 책 『아메바 경영』은 이나모리 가즈오를 대표하는 ‘아메바 경영’의 핵심과 실제 실행방법을 구체적으로 담은 책이다. 책에는 그가 아메바 경영을 고민하게 딘 문제의 시작부터 아메바 조직을 만드는 법, 부문별 시간당 채산 제도, 영업과 제조 등 부문별 수입, 경비, 시간을 파악하는 회계원칙, 실적 관리법, 연도 계획과 월차 계획을 세우는 법 등 교세라를 창업하고 대기업으로 성장시키기까지 각 아메바에 적용한 모든 방법론과 구체적 실천법을 그대로 담고 있다. 이나모리 가즈오는 자신의 경영철학을 집약한 아메바 경영이 교세라에 위화감 없이 완전히 녹아들을 수 있도록 약 5년에 걸쳐 교세라 간부들에게 직접 강의했으며, 이 책은 그 강의 내용을 정리한 것이기도 하다."
뮌헨에서 시작된 대한민국의 기적,홍하상,"국내도서
 > 
역사/문화
 > 
한국사
 > 
한국역사인물",9.79119E+12,"대한민국, 왜 남들은 따라 하지 못했을까?
대한민국 산업화를 이끈 철강, 조선, 자동차 산업. 산업화를 넘어 선진화로 가는 도약대 ‘시간 독립’과 국가표준. 그 시작은 1964년 독일을 방문한 박정희 대통령에게 36세 김재관이 건넨 「한국의 철강공업 육성방안」이었다. 박정희는 그를 잊지 않았고, KIST 유치과학자 1호로 그를 부른다. 그리고 대한민국 ‘한강의 기적’이 시작된다.50년 전 ‘한강의 기적’은 너무 많이 들어서 이제는 낡아버린 말처럼 들린다. 그런데 이상하다. ‘기적’은 왜 라인강의 기적과 한강의 기적, 둘밖에 없을까? 좀 더 파고들어 가 보자. 50년 전, 수입 대체 경공업으로 근근이 먹고살던 나라가 단숨에 수출 대국으로 탈바꿈하는 것을 가능케 한 핵심 하드웨어 두 가지는 단연 경부고속도로와, 철강ㆍ조선ㆍ기계ㆍ정유로 대표되는 중화학공업이었다. 그렇다면, 당시 세계 최빈국 한국보다 사정이 조금 나았던 다른 개발도상국들은 왜 인프라와 중화학공업을 건설해 한국과 같은 발전을 이루지 못했을까? 여러 가지 대답이 가능할 것이다. 한국에는 그들에게 없는 근면한 국민성이 있었다, 사심 없는 최고지도자의 혜안과 추진력이 있었다, 기업보국에 몸 바친 우수한 기업인들이 있었다…. 그래도 속 시원히 맞춰지지 않는 마지막 퍼즐 조각 한 개를 『뮌헨에서 시작된 대한민국의 기적』은 내놓는다.“그들에겐 없는 ‘과학기술자’가 대한민국에는 있었다.”『뮌헨에서 시작된 대한민국의 기적』은 1950년대 독일 정부 장학생으로 독일에 유학하고 현지 철강회사에 근무하다 1967년 한국과학기술원(KIST)의 제1호 ‘유치과학자’로 귀국, 포항제철ㆍ현대조선ㆍ현대자동차 등 한국의 철강ㆍ중기 산업 육성의 밑그림을 그린 한 명의 과학기술자의 평전이자, 한국 산업화의 역사에서 부당하게 소외된 과학기술자들의 능력과 헌신을 재조명할 것을 촉구하는 책이다.김재관 박사 기념관 : http://zaequankim.org/"
직업으로서의 소설가,무라카미 하루키,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
일본에세이",9.78897E+12,"무라카미 하루키의 성실하고도 강력한 사고의 궤적.
무라카미 하루키는 ‘하루키스트’라는 조어가 생겨날 정도로 세계적으로 많은 독자를 가지고 있으면서도 한편으로는 많은 평론가들의 혹독한 평가를 받는다. ‘사회적으로 무책임’, ‘제국주의적’등 강도 높은 비난 속에서도 침묵으로 일관해왔던 그가 1979년 등단 이후 최초로 자신의 작가론적, 문단론적, 문예론적 견해를 풀어놓은 책 『직업으로서의 소설가』를 출간했다. 이따금 인터뷰나 에세이를 통해 언급했던 글쓰기와 그 현장을 비롯하여, 이를 뒷받침하는 문학을 향한 하루키의 생각을 한 권으로 정리했다.  1979년 등단 이후 최초로 자신의 글쓰기 현장과 이를 지탱하는 문학을 향한, 세계를 향한 생각을 본격적으로 펼쳐낸 이 책은 ‘무슨 이유로 언제부터 일본을 떠나 어떤 시행착오와 악전고투를 거치면서 세계로 향하는 길을 걸었나’, ‘학교교육과 3·11을 통해서 보는 일본에는 어떤 문제가 있는가’, ‘애초에 왜 소설가라는 이상한 직업을 선택하여 오랜 세월 동안 쇠하지 않는 창조력으로 끊임없이 쓰고 있는가’ 라는 질문에 그만의 성실하고도 강력한 대답이 담겨있다.
무라카미 하루키는 어쩌다 소설을 쓰기 위한 자질을 마침 가지고 있었고, 행운의 덕도 있었고, 또한 약간 고집스러운 성품 덕에 삼십오 년여를 소설가로서 글을 쓰고 있다고 말한다. 그간 가려져 잘 보이지 않았던 무라카미 하루키의 작가론적, 문단론적, 문예론적, 인생론적 이야기가 궁금했던 독자들에게 이 책은 그에 대한 단 하나의 대답이 되어줄 것이다."
축구를 하며 생각한 것들,손흥민,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
한국에세이",9.79119E+12,"“YOU KNOW WHAT? I’M GONNA WIN!”꿈 많은 춘천의 축구 소년에서 오늘의 손세이셔널이 되기까지거침없이 질주해 온 손흥민이 처음 돌아본 자신의 이야기 『축구를 하며 생각한 것들』
한국을 넘어 아시아 역대 최고의 축구선수가 누구인지 묻는다면 반드시 첫 손에 꼽힐 선수는 ‘손세이셔널’ 손흥민일 것이다. 지칠 줄 모르는 득점포와 수비수들을 무력화시키는 압도적 플레이로 젊은 나이에 이미 전 세계에 이름을 각인시킨 손흥민은 축구 실력뿐만 아니라 통통 튀는 매력과 뛰어난 패션 감각으로 늘 화제의 중심에 오르는 슈퍼스타이다. 그러나 그런 가운데서도 천진난만한 웃음을 잃지 않는 순수한 스물일곱 살 청년이기도 하다. 손흥민의 첫 번째 에세이 『축구를 하며 생각한 것들』은 그 동안 우리가 쉽게 접할 수 없었던 ‘인간’ 손흥민의 목소리를, 소소하고 담담한 기억과 생각들을 진솔하게 꾹꾹 눌러 담았다. 어린 시절부터 제도권 축구 교육에 얽매이지 않는 지도자인 아버지 아래서 받았던 혹독한 훈련들, 함부르크-레버쿠젠-런던으로 이어지는 오랜 타향살이를 이겨내고 가는 팀마다 에이스 자리를 차지했던 인고의 시간들, 그리고 그를 만든 주변 사람들과 토트넘, 국가대표 축구팀에서 겪고 느낀 개인적인 에피소드들까지, 화려한 스포트라이트에 가려진 손흥민의 진짜 이야기를 만나 보자.『축구를 하며 생각한 것들 - 리커버에디션』은 여기에 더해 미처 전하지 못했던 이야기들을 채워 넣었다. 함부르크로 넘어가는 과정에서 스카우트에게 눈에 띈 과정에 대한 소감, 인천공항에서 생각한 것 등 어린 손흥민이 처음 해외로 발 딛는 과정에서 느끼고 생각한 것들이 추가됐다. 첫 분데스리가 프로 데뷔골 기록 후 주변의 반응과 팀에서 달라진 대접에 대한 에피소드는 어디서도 볼 수 없었던 재미있는 에피소드가 될 예정이다. 또한, 익히 알려진 아버지와의 지옥훈련 후 돌아온 독일에서의 반응, 독일에서 겪었던 편견과 싸우며 느낀 것들, 처음 토트넘에 입성하여 유니폼을 받았을 때의 소감 등 책 곳곳에 손흥민이 느꼈던 그 당시의 감정들을 더욱 디테일하게 수록했다."
우보천리 동행만리,윤동한,"국내도서
 > 
경제/경영
 > 
경영일반
 > 
국내기업가",9.79117E+12,"창업 34년 3조 신화, 한국콜마는 왜 인문학을 공부하는가?인생과 경영 모두 ‘얼마나 빨리 이루어냈느냐보다 얼마나 많이 담아냈느냐’에 달렸다.
《우보천리 동행만리(牛步千里 同行萬里)》는 한국콜마 창업주 윤동한 회장이 가난과 좌절을 창업 에너지로 승화시켜 지방대 출신이란 설움을 딛고 오로지 실력으로 진검승부한 창업과정과 경영일선에서 터득한 지혜와 리더십의 핵심 철학을 담은 책이다. 경쟁이 극심한 화장품 업계에 뒤늦게 뛰어들어 34년 만에 당당히 매출 3조의 중견기업으로 키워낸 그의 성공은 하루아침에 이뤄진 것이 아니었다.지독한 흙수저를 딛고 직원 3명으로 창업한 한국콜마를, 업계 최초로 ODM(제조자개발생산) 비즈니스 모델을 도입하여 대한민국 대표 화장품·제약 회사로 우뚝 서게 한 원동력을 윤동한 회장은 한마디로 ‘우보천리의 힘’이라고 강조한다. ‘소걸음으로 천 리를 간다’는 의미에는 100년 기업을 향한 무너지지 않을 기술경영의 토대를 한 걸음 한 걸음 우직하게 쌓겠다는 그의 경영철학이 녹아 있다. 그 토대 위에 ‘좋은 사람이 오래 머무는 기업’이 만들어지는 건 당연지사. 함께 가야 멀리 가는 ‘지속경영 철학이 동행만리’의 이치이다. 이는 공부하는 CEO로도 널리 알려진 윤동한 회장의 역사와 인문학 공부에 바탕을 두고 있다. 2006년부터 시작된 한국콜마 임직원의 독서량을 책의 두께로 추산하면 백두산의 높이를 훌쩍 넘는 3,786m에 달한다. 윤동한 회장은 이 책을 통해 “어려운 환경과 그로 인해 부딪친 수많은 장벽은 새로운 꿈을 꿀 수 있는 에너지의 원천이 됐다.”라며, 취업과 창업의 문이 그 어느 때보다 좁아져 있는 오늘날 후배 기업인은 물론, 이 땅의 흙수저들에게 도움이 되길 기대한다."
이토록 공부가 재미있어지는 순간(50만 부 기념 우리들 에디션),박성혁,"국내도서
 > 
청소년
 > 
청소년 에세이",9.79113E+12,"『이토록 공부가 재미있어지는 순간』 50만 부 돌파우리들 에디션 출시!★★★ 청소년 분야 최초 종합 베스트셀러 1위★★★ 전국 서점 청소년 분야 최장기 스테디셀러 1위★★★ 학교 선생님들이 직접 사서 읽어주는 공부법 바이블“내 공부의 심장이 미친 듯 뛰기 시작했습니다!”그 흔한 학원 하나 없는 깡촌 시골마을에서내가 서울대 법대, 연세대 경영대, 동신대 한의대에 동시 합격한 비결
2015년 2월에 출간되어 약 8년 동안 ‘전국 서점 청소년 분야 스테디셀러 1위’, ‘청소년 분야 최초 종합 베스트셀러 1위’를 기록하며 50만 청소년들에게 꿈과 희망을 심어준 책이 있다. 대한민국 최고 수재들의 집합소 ‘민족사관고등학교’ 학생들이 ‘반복독(이 책 한 권을 닳을 때까지 반복해서 읽는 것)’ 한다고 하여 화제가 된 책, 강남 엄마들이 5권씩 사서 아이 손닿는 곳곳마다 덫을 놓듯 놓아둔다는 바로 그 책 『이토록 공부가 재미있어지는 순간』이다.족집게 같은 공부법을 전하는 것도 아닌 이 책이 그토록 열광적인 인기를 누리며 50만 청소년들의 마음을 뒤흔들어놓은 비결은 무엇일까? 그 이유는 바로 이 책이 ‘공부의 본질’을 전하기 때문이다. 이 책의 저자는 아무리 좋은 공부법을 알아도, 국내에서 가장 유명한 강사의 수업을 들어도 ‘공부하고자 하는 단단한 마음’과 ‘공부의 재미’를 느끼지 못한다면 결코 성적을 올릴 수 없으리라 단언한다. 학원 하나 없는 전라남도 시골마을에서 자랐지만, 열악한 환경을 극복하고 오로지 ‘마음가짐’ 하나로 원하는 대학 모두에 합격한 자신의 이야기가 이를 뒷받침한다.“이 책을 읽고 드는 생각은 딱 한 가지다. ‘내 아이에게 조금이라도 더 일찍 읽힐 걸.’ 지금이라도 이 책을 알게 되어 참 다행이다.” _나나랜드 님“중학생 아들 입에서 ‘왜 공부해야 하는지 알겠다’라는 말이 튀어나온 순간, 왜 이 책이 엄청나게 유명한지 그 이유를 깨달았다.” _싱클레어 님“민사고 학부형 추천으로 아이에게 이 책을 읽히고 있다. ‘공부 잘하는 아이들의 마음가짐이란 이런 것이구나!’ 엄마인 나조차도 놀랍다.” _mj**447 님“공부해라, 공부해라, 공부해라! 이 100번의 잔소리보다 더 강력하게 설득되는 책이다.” _피터* 님98.4%의 중·고등학교 학생들이 “공부하고 싶어졌다”라고 응답한 것처럼 이 책의 효과는 실로 놀랍다. “별점 1개를 주고 싶다. 내 아이 말고 아무도 읽지 못하도록”이라고 말한 어느 학부모의 말처럼 이미 발 빠른 부모들은 비밀스럽게 이 책을 아이 책상 위에 슬며시 놓아두고 있다. 당신의 아이는 지금 즐겁게 공부하고 있는가, 아니면 억지로 공부하고 있는가? 한 가지 확실한 사실은 ‘오늘 바로 읽힐수록 아이의 인생이 한 걸음 더 빨리 달라진다는 것’이다."
마음의 일,오은,"국내도서
 > 
청소년
 > 
청소년 시",9.79117E+12,"우리가 사랑하는 시인 오은의 첫 청소년시집!마음으로 찾는, 자라서 내가 되는 이야기
오은 시인의 청소년시집 ?마음이 일?이 출간되었다. 오은은 예술성과 대중성을 두루 갖춘 시인으로 주목받고 있으며, 창작 활동 외에도 팟캐스트 ‘예스책방 책읽아웃’에서 ‘오은의 옹기종기’ 코너 진행을 맡고 있어 대중적으로도 친숙한 시인이다. ?마음의 일?은 십 대는 물론 20~30대 독자도 함께 읽으면 좋을 시집이다. 청소년들의 마음을 세심히 들여다보고 헤아리는 오은의 시는 결국 어른이 되어도 계속되는 ‘자라는 일, 자라서 내가 되는 일’에 관한 이야기를 하고 있기 때문이다. 그래서 발문을 쓴 이슬아 작가는 이 시집이 “이십 대 삼십 대, 어쩌면 팔십 대까지도 이어질지도 모르는 우리를 난처하게 만드는 문제 앞에 미우나 고우나 내가 나라는 것에 적응하도록, 차근차근 내 감각과 감정을 살피는 시집”이라고 말한다. 이처럼 ?마음이 일?은 청소년들의 예민한 감성과 복잡다단한 심리를 섬세한 필치로 꼼꼼히 짚어내는 시들로 청소년시의 새로운 방향을 보여 줄 것이다. ?마음의 일?은 올 11월 초에 ?마음의 일 -오은&재수의 그림 시집?으로도 출간될 예정이다. 이 그림 시집은 오은이 시집 ?마음의 일?을 집필하는 과정에서부터 동갑내기 친구인 만화가 재수와 소통하며 만들어 간 공동의 작품으로 ‘시로 읽는 만화, 만화로 읽는 시’를 경험할 수 있다. 한편, 이 시집은 ‘창비청소년시선’의 서른 번째 권이다. ‘창비청소년시선’은 전문 시인이 쓴 청소년시를 발굴하고 정선해 내는 본격 청소년시 시리즈로 앞으로도 청소년시의 다양한 폭과 깊이를 가늠하며 청소년들 곁을 지킬 조금은 위태롭고 조금은 삐딱한 노래들을 찾아 나갈 것이다."
쫄지마 중학생,윤문원,"국내도서
 > 
청소년
 > 
청소년 에세이",9.789E+12,"꿈에 미치면 방황할 틈이 없다『쫄지마 중학생』. 이 책은 질풍노도의 시기를 관통하고 있는 중학생들을 위한 멘토적인 책이다. ‘중학시절이 인생을 결정한다’는 명제 하에 중학생들이 방황하지 않고 자신의 꿈을 키우기 위한 요건들을 많은 예를 들어가면서 설득력 있게 풀어냈다. 아울러 심각한 학교폭력 사태에 경종을 울리고 이를 근절하기 위하여, 학교폭력으로 인해 투신자살한 중학생의 유서를 수록하고, 교사, 학부모, 가해 학생, 죽은 피해 학생에게 띄우는 편지 형식의 글을 통하여 학교폭력에 대한 심각성을 알리고 각자가 해야 할 역할에 대해 알려준다."
청소년을 위한 나는 말랄라,말랄라 유사프자이,"국내도서
 > 
청소년
 > 
청소년 에세이",9.78895E+12,"『청소년을 위한 나는 말랄라』는 파키스탄의 아름다운 마을에서 태어난 한 소녀가 파키스탄 사회를 점차 장악해 들어오는 탈레반에 맞서 자신의 신념에 따라 교육운동을 전개해 온 이야기를 담고 있다. 다정하면서도 힘 있는 말랄라의 목소리는 독자를 파키스탄의 밍고라, 언덕 너머 개울을 낀 소박한 삶의 풍경 속으로 데려간다."
마틴 루터킹: 인권운동의 희망,정지아,"국내도서
 > 
청소년
 > 
청소년 에세이",9.78896E+12,"「청소년평전」 제19권 『마틴 루터킹』 ‘인권운동의 희망’편. 이 책은 평등한 세상을 위해 비폭력 저항 운동을 펼친 인권 운동의 희망 ‘마틴 루터 킹’의 삶을 조명한다. 미국 전체가 사회적 혼란에 휩싸여 있던 1950-60년대에 흑인을 비롯한 모든 소외된 자들에게 눈물겨운 저항과 희망의 메시지로 각인되었던 미국의 인권운동가 마틴 루터 킹의 불꽃 같은 삶을 간결한 문장으로 되살려 낸다. 피부색을 기준으로 사람을 평가하지 않고 인격적으로 대우받고, 평등한 기회를 부여받을 수 있는 기회를 제공해야 한다고 외쳤던 그의 이상과 열정을 확인할 수 있다."
시가 내게로 왔다 2,김용택,"국내도서
 > 
청소년
 > 
청소년 시",9.78899E+12,"김용택 시인이 전하는 시의 감동과 울림!
첫 권에 미처 실리지 못했던 우리 시 52편과 외국시 3편을 모아 엮은 『시가 내게로 왔다』 제2권. 근대 초창기 시에서부터 일제 강점기의 좌절과 염원을 노래했던 시들, 전쟁과 분단의 아픔을 노래했던 시들, 피폐해져가는 현대문명과 도시의 삶을 그려낸 시에 이르기까지, 근. 현대 시사 100년에 빛나는 아름다운 시들을 두루 엮었다.시에 대한 경외심과 시인에 대한 남다른 사랑을 보이는 김용택 시인은 시의 본질이 무엇보다도 감동과 울림에 있다는 사실을 이 책을 통해 다시 한번 일깨워주고 있다. 오랜 시간 시를 읽고 시를 써온 시인임에도 아직까지 시에 대한 떨림과 순수함을 간직하고 있는 그는 시단을 거침없이 질타하는가 하면, 시와 시인에 대한 사랑을 문학적인 수사나 기교 없이 느낀 그대로 질박하게 표현하기도 한다. 이 책을 읽어가노라면 한 편의 좋은 시가 어떻게 한 사람의 정신과 삶 속에 투영되는지, 그저 시를 사랑하던 어떻게 사람이 시를 창조하는 시인으로 거듭날 수 있었는지 확인할 수 있다. 시인이 지금까지 시를 쓸 수 있도록 꺼지지 않는 밑불이 되어준 이 시들을 통해 오래도록 가슴에 남을 시의 감동을 맛볼 수 있을 것이다.
소설은 한번 읽으면 다시 읽기가 어렵지만 시는 그렇지 않다. 읽으면 읽을수록 읽는 맛이 새롭게 생겨나기 때문. 시를 읽는 사람의 '지금'의 감정과 밀접하게 작용한다는 말이기도하다. 이 책은 선생이라는 직업을 천직으로 생각하고, 시인이라는 업을 자신의 운명으로 당당하게 받아들이는 시인의 마음가짐을 엿보는 즐거움과 함께 시인이 혼자서 시를 공부하던 시절의 내밀한 고백들이 정겹게 녹아 들어가 있다."
세상이 연해질 때까지 비가 왔으면 좋겠어,김준현,"국내도서
 > 
청소년
 > 
청소년 시",9.79117E+12,"초록을 더 진한 초록이게노랑을 더 빛나는 노랑이게 해 주기를있는 그대로 서로를 보듬어 주는 마음
『세상이 연해질 때까지 비가 왔으면 좋겠어』는 불안과 고민 속에서 오늘을 살아가는 청소년들의 마음을 따뜻하게 보듬어 주는 시편들이 가슴속에 촉촉이 스며들어 위로의 말을 전하는 다정다감한 시집이다. 이 시집에는 청소년들의 불안정한 일상과 복잡한 심리를 “빗방울처럼 투명한 눈”(시인의 말)으로 찬찬히 살펴보고 헤아리는 시인의 세심한 마음이 담겨 있다. 청소년들은 학교라는 울타리 안에서 꿈을 잃은 채 마음을 납작하게 눌러 버리는 공부와 모든 걸 점수로 바꿔 버리는 서열 경쟁에 시달리며 고단한 삶을 살아간다. 내 속에는 많은 것들이 있는데, 개성이나 소질은 아예 무시해 버리고 단지 숫자(성적)만으로 나의 가치를 매기곤 한다. “참았던 걸 다 쏟아 내” 버리듯 “고래고래/노래를 부르면/입에서 고래가 튀어나올 것”(「우리 둘이」)도 같은데 무엇 하나 뜻대로 되지 않고 마음대로 움직이지도 않는 현실에서 청소년들은 하고 싶은 말을 꾹꾹 눌러 담을 수밖에 없다. 시인은 그 “마음을 들어 주려는 예쁜 귀”(해설)로 갈등과 방황 속에서 헤매는 청소년들의 답답하고 아픈 ‘속(마음)’을 귀 기울여 듣는다. “수학과는 다른 방식으로 사람의 생각이나 마음을 묻고 보여” 주는 이 시집은 “연한 심장에 귀를 기울이는 예쁜 책”(해설)이다. 시집을 다 읽고 나면 ‘나’와 가족과 친구와 이웃 들을 더 많이 사랑하고 싶은 마음이 반짝, 피어날 것이다. 이 시집은 김준현 시인의 첫 청소년시집이자 ‘창비청소년시선’의 마흔한 번째 권이다."
청소년을 위한 정신 의학 에세이,하지현,"국내도서
 > 
청소년
 > 
청소년 에세이",9.78897E+12,"건강한 사고 방식이란 어떤 것일까?
정신건강의학 전문의 하지현 교수가 청소년을 위해 쉽게 풀어쓴 정신 의학에 관한 모든 것『청소년을 위한 정신 의학 에세이』. 대도시를 살아가는 현대인의 모습을 분석한 스테디셀러《도시심리학》 저자이자 정신건강의학과 전문의 하지현 교수가 우리 뇌의 기능과 정신 문제들을 풍부한 예시와 임상 사례로 설명한 책이다. 《고교독서평설》에 2년간 연재한 원고를 모아 다듬고 정신의학적 총론을 새로이 집필해 정리한 것으로, 정신병리의 주요 쟁점들을 통해 우리 자신에 대해 더 깊이 이해할 수 있도록 구성했다. 각 장 끝의 ‘흥미로운 연구’에서는 ‘할로의 애착실험’, ‘메달에 따른 만족도 분석 실험’, ‘푸른 눈 갈색 눈 실험’ 등을 소개하여 음식보다는 사랑, 1등보다는 스스로의 만족감이 중요하며, 청소년 스스로 편견과 차별에 대한 판단력을 기를 것을 조언한다."
청소년을 위한 인권 에세이,구정화,"국내도서
 > 
청소년
 > 
청소년 에세이",9.78897E+12,"청소년들이 사회 속에서 건강한 개인과 주체적인 구성원으로 성장하는 데 앞장서 온 구정화 교수는 『인권 에세이』에서 ‘인권 감수성’을 강조한다. 인권 감수성이란 인권의 관점에서 생각하는 것으로, 나의 존엄성을 지키는 첫 걸음이자 다른 이들을 존중하고 편안한 사회를 만드는 기본이기에 청소년기부터 충분히 익혀두어야 한다. 인권에 대해 제대로 알고 생활 속에서 실천해 갈 때 인권 감수성이 길러진다고 말하는 저자는 이를 위해 총 네 장에 걸쳐 ‘인권 여행’을 떠난다."
청소년을 위한 경제학 에세이,한진수,"국내도서
 > 
청소년
 > 
청소년 에세이",9.78897E+12,"『청소년을 위한 경제학 에세이』는 청소년들의 창의지성과 인성을 키우는 대안교과서로서 출간하고 있는 ‘청소년 에세이’ 시리즈의 열두 번째 도서이다. 청소년들이 주변에서 쉽게 만나는 경제 이슈를 통해 경제학의 개념과 원리를 자연스럽게 터득하게 하는 데 중점을 뒀다. 총 5장으로 구성되어 있으며, 1장에서는 본격적인 경제학의 세계에 들어가기 앞서 경제학이란 무엇인지, 경제학에서 주로 다루는 개념과 용어를 살펴본다. 2장에서는 주요 경제학자들과 함께 경제학이 어떠한 흐름으로 발전해 왔는지 그 역사를 되돌아보았다. 3장에서는 시장 경제의 핵심이라고 할 수 있는 ‘가격’의 모든 것을 낱낱이 파헤쳐, 가격이 어떻게 형성되고 경제가 순환하는지 상세하게 설명했다. 4장에서는 경제를 이해하는 데 가장 중요한 ‘시장’을 다뤘다. 주위에서 쉽게 볼 수 있는 예시를 통해 시장의 종류와 기능, 시장에서 작동하는 경제 원리에 주목했다. 마지막으로 5장에서는 청소년들이 국가 경제 이슈를 살펴봄으로써 우리나라와 세계의 경제 흐름을 이해하고 좀 더 넓은 시각을 가질 수 있게 했다."
들숨에 긍정 날숨에 용기,지나영,"국내도서
 > 
청소년
 > 
청소년 에세이",9.78895E+12,"마음이 아픈 십 대에게 전하는 지나영 교수의 심리 처방전감정, 관계, 일상의 고민을 사라지게 하는 마법의 말들
한국인 최초 존스홉킨스 의과대학 소아청소년정신과 지나영 교수가 청소년에게 건네는 첫 책이다. 원하던 정신과 레지던트 프로그램에 떨어지며 무작정 미국으로 건너간 저자는 아무것도 포기하지 않고 내달려 정신과 의사와 교수라는 삶을 이루었다. 그러나 남부러운 것 없이 행복할 것만 같던 생활은 불현듯 다가온 난치병으로 와르르 무너지고 말았다. 지지 않는 단단한 마음으로, 병을 자신의 한 부분으로 받아들인 경험 등 지나영 교수가 만난 삶의 굴곡을 이 책에 빼곡히 담아 저마다 다른 고민 속에 있는 우리 청소년의 마음을 보듬는다.  청소년기는 한 사람의 정체성과 자신에 대한 믿음이 단단해지는 시기다. 그러나 누구에게나 처음인 만큼 무척 혼란스러운 때이기도 하다. 복잡한 친구 관계, 오르지 않는 성적, 재미없게 반복되는 일상, 그리고 아득해만 보이는 미래. 도대체 어떤 마음으로 어떻게 살아야 행복할까? 정말 괜찮은 어른이 될 수 있을까?소아청소년정신과 의사로서 20년 가까이 수많은 청소년을 만난 지나영 교수가 한 가지 깨달은 것이 있다. 우리 내면의 힘은 생각보다 훨씬 세다는 것, 무한한 잠재력을 품고 있다는 것. 한 사람의 성장은 그렇게 내면에 웅크린 잠재력을 깨워서 얼마나 꺼내 쓰는지에 달려 있다. 〈들숨에 긍정 날숨의 용기〉는 두루뭉술한 말 대신 분명히 만져지는 저자의 실제 이야기로 우리 청소년의 잠재력을 깨운다. 자신을 가장 가치 있는 사람으로 여기는 ‘긍정’과 삶을 건강하게 살아갈 수 있는 ‘용기’. 들숨에 긍정 날숨에 용기, 그렇게 크게 호흡하다 보면 어느새 내면의 힘은 커다란 산처럼 자라 있을 것이다. 이 책을 펼치는 일 자체가 소중한 첫걸음이다. 그것은 새로운 시작을 의미하니까."
청소년을 위한 백범일지,김구,"국내도서
 > 
청소년
 > 
청소년 에세이",9.78893E+12,〈백범일지〉는 김구 선생의 자서전일 뿐만 아니라 암울했던 시대에도 독립의 꿈을 버리지 않았던 우리 민족의 역사에 대한 기록이기도 하다. 평범한 사람들 누구라도 자신만큼 애국심을 갖기를 바랐던 김구 선생의 뜻과 평생 이를 실천한 삶이 담겼다. 〈청소년을 위한 백범일지〉는 청소년들을 위해 신경림 시인이 〈백범일지〉를 쉽게 풀어 쓴 책이다.
아파트에서 기린을 만난다면?,최종욱,"국내도서
 > 
청소년
 > 
청소년 에세이",9.78894E+12,"『아파트에서 기린을 만난다면?』에서 저자는 현재 일하고 있는 우치 동물원을 비롯해 대관령 목장, 유기 동물 보호소, 동물 부검실, 도축장 등을 종횡무진 누비며 그곳에서 만난 동물들 이야기를 들려준다. 수의사만 알 수 있는, 비밀스럽고도 흥미진진한 동물 이야기가 한바탕 펼쳐지며 동물에 대한 호기심을 한껏 채워 준다. 저자는 다양한 동물들의 삶을 소개하는 동시에, 동물에 대한 깊은 애정을 바탕으로 동물 복지에 관한 이슈들을 제시한다."
